vuδǰ-at,vuδ<v>><pf><m>><coord2>,vuðǰ<v><prf><m>><2sg>/vuðǰ<v><prf><m>><2sg>/vuδǰ<v><prf><m>><2sg>/vuδǰ<v><prf><m>><2sg>/vuðǰ<v><prf><m>><coord2>/vuðǰ<v><prf><m>><coord2>/vuδǰ<v><prf><m>><coord2>/vuδǰ<v><prf><m>><coord2>/vuðǰ<v><prf>><2sg>/vuðǰ<v><prf>><2sg>/vuδǰ<v><prf>><2sg>/vuδǰ<v><prf>><2sg>/vuðǰ<v><prf>><coord2>/vuðǰ<v><prf>><coord2>/vuδǰ<v><prf>><coord2>/vuδǰ<v><prf>><coord2>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
qišloq-and-ga,qišloq<n>><loc>><add1>,qišloq<n>><loc>><add>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
ɣulā,ɣulā<n>,ɣulā<adj>/ɣulā<n>,CORRECT
vuδǰ,vuδ<v>><pf><m>,vuðǰ<v><prf>/vuðǰ<v><prf>/vuδǰ<v><prf>/vuδǰ<v><prf>/vuðǰ<v><prf><m>/vuðǰ<v><prf><m>/vuδǰ<v><prf><m>/vuδǰ<v><prf><m>,FAIL
tīramo,tīramo<n>,tīr<adj>>амо<n>/tīramo<n>,CORRECT
boǰak,boǰak<n>,boǰ<n>><dim>/boǰ<n>><dim>/boǰak<n>/boǰak<n>,CORRECT
yid,yid<dem><d2><sg>,yid<dem><d2><sg><nom>/yid<pro>,FAIL
xāfst,xāfs<v>><prs><3sg>,xāfst<v><inf>/xāfst<v><pst>,FAIL
ar,ar<prep><down>,ar<n>/ar<prep>/ar<pro>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
qišloq,qišloq<n>,qišloq<n>,CORRECT
boǰak,boǰak<n>,boǰ<n>><dim>/boǰ<n>><dim>/boǰak<n>/boǰak<n>,CORRECT
cift,cif<v>><inf>,cif<v><prs>><2sg>/cif<v><prs>><3sg>/cift<v><inf>/cift<v><prs>/cift<v><pst>,FAIL
yid,yid<dem><d2><sg>,yid<dem><d2><sg><nom>/yid<pro>,FAIL
qišloq,qišloq<n>,qišloq<n>,CORRECT
mardum,mardum<n>,mard<adj>><1sg>/mard<n>><1sg>/mardum<n>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
wīnt,wīn<v>><prs><3sg>,wīnt<v><inf>/wīnt<v><pst>,FAIL
amo,amo<cnj>,amo<n>,FAIL
as,as<prep><el>,as<prep>,FAIL
x̌oǰ,x̌oǰ<n>,x̌oǰ<n>/x̌oǰ<n>,CORRECT
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
čīraθ,čīr<pro>><int>,čīr<pro>><int>/čīr<pro>><int>,CORRECT
čīdow,čī<v>><inf>><purp>,čīd<v><inf>><purp>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
meθ-at,meθ<n>><in>,meθ<n>><2sg>/meϑ<n>><2sg>/meθ<n>><coord2>/meϑ<n>><coord2>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
mūysafedik,mūysafed<n>><dim>,mūysafed<adj>><dim>/mūysafed<n>><dim>,CORRECT
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
bebun,<without>>bun<n>,<without><adj>>bun<n>/bebun<adj>,FAIL
cimūd,cimūd<n>,cimūd<n>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
tar,tar<prep><eq>,tar<prep>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
yid,yid<dem><d2><sg>,yid<dem><d2><sg><nom>/yid<pro>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
boǰak,boǰak<n>,boǰ<n>><dim>/boǰ<n>><dim>/boǰak<n>/boǰak<n>,CORRECT
fukaθ,fuk<pro>><int>,fuk<pro>><int>/fukaθ<pro>/fukaϑ<pro>,CORRECT
biɣ̌ent,biɣ̌en<v>><prs><3sg>,biɣ̌en<v><prs>><2sg>/biɣ̌en<v><prs>><3sg>/biɣ̌ent<v><inf>/biɣ̌ent<v><pst>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
boǰak,boǰak<n>,boǰ<n>><dim>/boǰ<n>><dim>/boǰak<n>/boǰak<n>,CORRECT
ar,ar<prep><down>,ar<n>/ar<prep>/ar<pro>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
bebun,<without>>bun<n>,<without><adj>>bun<n>/bebun<adj>,FAIL
cimūd,cimūd<n>,cimūd<n>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
či,či<prt><prosp>,či<n>/či<prep>/či<pro>,FAIL
tīd,tī<v>><inf>,tīd<v><inf>/tīd<v><pst>,FAIL
naw,naw<prt>,naw<adj>/naw<n>,FAIL
mis,mis<prt><add2>,mis<n>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
cimūd,cimūd<n>,cimūd<n>,CORRECT
pi,pi<prep><up>,pi<prep>/pi<v><prs>,FAIL
xu,xu<dem><refl>,xu<conj><coord1>/xu<pro><refl>,FAIL
dām,dām<n>,dā<num>><ord>/dām<n>/dām<v><prs>,CORRECT
sent-at,sen<v>><prs><3sg>><coord2>,sen<v><prs>><2sg>><2sg>/sen<v><prs>><2sg>><coord2>/sen<v><prs>><3sg>><coord2>/sent<v><inf>><2sg>/sent<v><inf>><coord2>/sent<v><pst>><2sg>/sent<v><pst>><coord2>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,FAIL
boǰak,boǰak<n>,boǰ<n>><dim>/boǰ<n>><dim>/boǰak<n>/boǰak<n>,CORRECT
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
fukaθ,fuk<pro>><int>,fuk<pro>><int>/fukaθ<pro>/fukaϑ<pro>,CORRECT
xoli,xoli<n>,xol<n>><3sg>/xoli<adj>/xoli<n>,CORRECT
yid,yid<dem><d2><sg>,yid<dem><d2><sg><nom>/yid<pro>,FAIL
to,to<prep><lim1>,to<conj><when>/to<n>/to<prep>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
boǰak,boǰak<n>,boǰ<n>><dim>/boǰ<n>><dim>/boǰak<n>/boǰak<n>,CORRECT
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,FAIL
vo,vo<prt>,vo<adj>,FAIL
xoli,xoli<n>,xol<n>><3sg>/xoli<adj>/xoli<n>,CORRECT
yid,yid<dem><d2><sg>,yid<dem><d2><sg><nom>/yid<pro>,FAIL
as,as<prep><el>,as<prep>,FAIL
qār,qār<n>,qār<n>,CORRECT
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
cimūd,cimūd<n>,cimūd<n>,CORRECT
kix̌t,kix̌<v>><prs><3sg>,kix̌t<v><inf>/kix̌t<v><pst>,FAIL
tuk-tukak,tuk<n><redup>><dim>,tuk-tuk<adj>><dim>/tuk-tukak<adj>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
pi,pi<prep><up>,pi<prep>/pi<v><prs>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
kū,kū<n>,kū<n>,CORRECT
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
as,as<prep><el>,as<prep>,FAIL
wam,wam<dem><d3><f><sg><obl>,wam<dem><d3><f><sg><obl>,CORRECT
rūz-and,rūz<n>><loc>,rūz<n>><loc>,CORRECT
ar,ar<prep><down>,ar<n>/ar<prep>/ar<pro>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
qišloq,qišloq<n>,qišloq<n>,CORRECT
naxāfst,<neg>>xāfs<v>><prs><3sg>,<neg>>xāfst<v><inf>/<neg>>xāfst<v><pst>,FAIL
yid,yid<dem><d2><sg>,yid<dem><d2><sg><nom>/yid<pro>,FAIL
mardum,mardum<n>,mard<adj>><1sg>/mard<n>><1sg>/mardum<n>,CORRECT
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
mūysafedik,mūysafed<n>><dim>,mūysafed<adj>><dim>/mūysafed<n>><dim>,CORRECT
as,as<prep><el>,as<prep>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
duzd,duzd<n>,duzd<n>,CORRECT
xalos,xalos<n>,xalos<adj>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
yamand,yam<dem><d1><sg>><loc>,yam<dem><d1><sg>><loc>/yam<n>><loc>/yam<pro>><loc>,CORRECT
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
qonūn,qonūn<n>,qonūn<n>,CORRECT
oxůn,oxůn<n>,oxůn<n>,CORRECT
as,as<prep><el>,as<prep>,FAIL
muallimi,muallim<n>><subst>,muallim<n>><3sg>/muallimi<n>,FAIL
šariyati,šariyat<n>><ez>,šar<n>><3sg>><2sg>><3sg>/šari<n>><2sg>><3sg>/šariyat<n>><3sg>,FAIL
vud,vu<v><m>><pst>,vud<v><pst>,FAIL
as,as<prep><el>,as<prep>,FAIL
ozmūd,ozmūd<n>,ozmūd<n>,CORRECT
či,či<prt><prosp>,či<n>/či<prep>/či<pro>,FAIL
čīd,čī<v>><inf>,čīd<n>/čīd<v><inf>/čīd<v><pst>,FAIL
sut,su<v><m>><pst>,sut<v><pst>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
andūyd,andūy<v><m>><pst>,andūyd<v><pst>/andūyd<v><pst><m>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
lůd-i,lů<v>><pst>><3sg>,lůd<v><imp>><3sg>,FAIL
wistoδ,wistoδ<n>,wistoð<n>/wistoδ<n>,CORRECT
wuz,wuz<pers><prn><1sg>,wuz<n>/wuz<pers><1sg><nom>/wuz<v><prs>,FAIL
boyad,boyad<v>,boy<n>><coord2>,FAIL
kinum,kin<v>><prs><1sg>,kin<v><imp>><1sg>/kin<v><prs>><1sg>,FAIL
abadi,abadi<n>,abadi<adj>,FAIL
zindā,zindā<n>,zindā<adj>,FAIL
risum,ris<v>><prs><1sg>,ris<v><prs>><1sg>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
as,as<prep><el>,as<prep>,FAIL
wi-yi,wi<dem><d3><m><sg><obl>><3sg>,wi<dem><d3><m><sg><obl>><3sg>,CORRECT
pex̌st,pêx̌s<v>><pst>,pex̌st<v><inf>/pex̌st<v><pst>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
ǰāt,ǰāt<post><cause>,ǰāt<n>/ǰāt<n>,FAIL
čīz,čīz<pro>,čīz<pro>/čīz<n>/čīz<pro>,CORRECT
lůvǰ,lův<v>><pf>,lůvǰ<v><prf>/lůvǰ<v><prf>,FAIL
tu-ta,tu<pers><prn><2sg>><irr>,tu<pers><2sg><nom>><fut>/tu<pers><2sg><obl>><fut>,FAIL
yamand,yamand<dem><d1><sg>><loc>,yam<dem><d1><sg>><loc>/yam<n>><loc>/yam<pro>><loc>,FAIL
čīz,čīz<pro>,čīz<pro>/čīz<n>/čīz<pro>,CORRECT
x̌oyi,x̌oy<v>><prs><2sg>,x̌oy<n>><3sg>/x̌oy<v><prs>><2sg>/x̌oy<v><prs>><3sg>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,FAIL
qonūn,qonūn<n>,qonūn<n>,CORRECT
oxůn,oxůn<n>,oxůn<n>,CORRECT
ǰiwob-i,ǰiwob<n>><3sg>,ǰiwob<n>><3sg>/ǰiwob<n>><3sg>,CORRECT
δod,δo<v>><pst>,ðod<v><pst>/δod<v><pst>,FAIL
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
xudowand,xudowand<n><god>,xudowand<n>,FAIL
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
xuδoy,xuδoy<n><god>,xuðoy<n>/xuδoy<n>,FAIL
as,as<prep><el>,as<prep>,FAIL
dil-at,dil<n>><coord2>,dil<n>><2sg>/dil<n>><coord2>,CORRECT
ǰůn-aθ,ǰůn<n>><int>,ǰůn<n>><int>/ǰůn<n>><int>,CORRECT
žīwǰ,žīwǰ<v>,žīwǰ<v><prf>/žīwǰ<v><prf>,FAIL
ki,ki<v>,ki<v><imp>,FAIL
ar,ar<pro>,ar<n>/ar<prep>/ar<pro>,CORRECT
cůnd,cůnd<pro>,cůnd<pro>,CORRECT
tu,tu<pers><prn><2sg>,tu<pers><2sg><nom>/tu<pers><2sg><obl>,FAIL
quwat,quwat<n>,quwat<n>,CORRECT
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,FAIL
at,at<cnj><coord2>,at<conj><coord2>,FAIL
tu,tu<pers><prn><2sg>,tu<pers><2sg><nom>/tu<pers><2sg><obl>,FAIL
aqli,aqli<n>,aqli<n>,CORRECT
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,FAIL
wi-rd,wi<dem><d3><m><sg><obl>><dat>,wi<dem><d3><m><sg>><dat>,FAIL
xizmat,xizmat<n>,xizmat<n>,CORRECT
kin,kin<v>,kin<v><imp>/kin<v><prs>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
yiga,yi<pro><indef>><add1>,yi<adj>><add>/yi<pro>><add>,FAIL
mis,mis<prt><add2>,mis<n>,FAIL
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
ǰinow,ǰinow<post>,ǰinow<adj>/ǰinow<adj>,FAIL
žīwǰ,žīwǰ<v>,žīwǰ<v><prf>/žīwǰ<v><prf>,FAIL
kin,kin<v>,kin<v><imp>/kin<v><prs>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
wi-rd-i,wi<dem><d3><m><sg><obl>><dat>><3sg>,wi<dem><d3><m><sg>><dat>><3sg>,FAIL
lůd,lů<v>><pst>,lůd<v><imp>,FAIL
tu-t,tu<pers><prn><2sg>><2sg>,tu<pers><2sg><nom>><2sg>/tu<pers><2sg><obl>><2sg>,FAIL
durust,durust<n>,durust<adj>,FAIL
ǰiwob,ǰiwob<n>,ǰiwob<n>/ǰiwob<n>,CORRECT
δod,δo<v>><pst>,ðod<v><pst>/δod<v><pst>,FAIL
yik,yik<prt><emph>,yik<n>,FAIL
di,di<dem><d2><m><sg><obl>,di<conj><when>/di<dem><d2><m><sg><obl>/di<pro>/di<v><imp>/di<v><prs>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
gāp-ti,gāp<n>><sup>,gāp<n>><2sg>><3sg>/gāp<n>><sup>,CORRECT
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,FAIL
kini,kin<v>><prs><2sg>,kin<v><imp>><3sg>/kin<v><prs>><2sg>/kin<v><prs>><3sg>,FAIL
zindagi-ta,zindagi<n>><irr>,zindagi<n>><fut>,FAIL
kini,kin<v>><prs><2sg>,kin<v><imp>><3sg>/kin<v><prs>><2sg>/kin<v><prs>><3sg>,FAIL
yu,yu<dem><d3><m><sg>,yu<dem><d3><m><sg><nom>,FAIL
qonūn,qonūn<n>,qonūn<n>,CORRECT
oxůn,oxůn<n>,oxůn<n>,CORRECT
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
safedčīd,safed<v>><do>><inf>,safed<adj>>чӣд<n>,FAIL
ǰāt-i,ǰāt<post><cause>><3sg>,ǰāt<n>><3sg>/ǰāt<n>><3sg>,FAIL
vo,vo<prt>,vo<adj>,FAIL
as,as<prep><el>,as<prep>,FAIL
pex̌st,pêx̌s<v>><pst>,pex̌st<v><inf>/pex̌st<v><pst>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
mu-rd,mu<pers><prn><1sg><obl>><dat>,mu<pers><1sg>><dat>,FAIL
nazdīk,nazdīk<prep>,nazdīk<adj>,FAIL
čāy,čāy<pro>,čāy<n>/čāy<pro>,CORRECT
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
wi,wi<pers><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,FAIL
ǰiwob-and-i,ǰiwob<n>><loc>><3sg>,ǰiwob<n>><loc>><3sg>/ǰiwob<n>><loc>><3sg>,CORRECT
lůd,lů<v>><pst>,lůd<v><imp>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
odam,odam<n>,odam<n>,CORRECT
as,as<prep><el>,as<prep>,FAIL
tar,tar<prep><eq>,tar<prep>,FAIL
tūyǰ,tūy<v>><pf><m>,tūyǰ<v><prf>/tūyǰ<v><prf>/tūyǰ<v><prf><m>/tūyǰ<v><prf><m>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
pi,pi<prep><up>,pi<prep>/pi<v><prs>,FAIL
rāzanen-and-i,rāzan<n>><pl>><loc>><3sg>,rāzan<n>><pl>><loc>><3sg>,CORRECT
δoδǰ,δoδ<v>><pf>,ðoðǰ<v><prf>/ðoðǰ<v><prf>/ðoδǰ<v><prf>/ðoδǰ<v><prf>/δoðǰ<v><prf>/δoðǰ<v><prf>/δoδǰ<v><prf>/δoδǰ<v><prf>/ðoðǰ<v><prf><m>/ðoðǰ<v><prf><m>/ðoδǰ<v><prf><m>/ðoδǰ<v><prf><m>/δoðǰ<v><prf><m>/δoðǰ<v><prf><m>/δoδǰ<v><prf><m>/δoδǰ<v><prf><m>/ðoðǰ<v><prs>/ðoðǰ<v><prs>/ðoδǰ<v><prs>/ðoδǰ<v><prs>/δoðǰ<v><prs>/δoðǰ<v><prs>/δoδǰ<v><prs>/δoδǰ<v><prs>,FAIL
wāδ-en,wāδ<dem><d3><pl>><3pl>,wāð<dem><d3><pl><nom>><3pl>/wāδ<dem><d3><pl><nom>><3pl>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
ɣorat,ɣorat<n>,ɣor<n>><2sg>/ɣor<n>><coord2>/ɣorat<n>,CORRECT
čūɣ̌ǰ,čūɣ̌<v>><pf>,čūɣ̌ǰ<v><prf>/čūɣ̌ǰ<v><prf>,FAIL
xuben,xub<n>><3pl>,xub<n>><3pl>/xub<n>><pl>,CORRECT
δoδǰ,δoδ<v>><pf>,ðoðǰ<v><prf>/ðoðǰ<v><prf>/ðoδǰ<v><prf>/ðoδǰ<v><prf>/δoðǰ<v><prf>/δoðǰ<v><prf>/δoδǰ<v><prf>/δoδǰ<v><prf>/ðoðǰ<v><prf><m>/ðoðǰ<v><prf><m>/ðoδǰ<v><prf><m>/ðoδǰ<v><prf><m>/δoðǰ<v><prf><m>/δoðǰ<v><prf><m>/δoδǰ<v><prf><m>/δoδǰ<v><prf><m>/ðoðǰ<v><prs>/ðoðǰ<v><prs>/ðoδǰ<v><prs>/ðoδǰ<v><prs>/δoðǰ<v><prs>/δoðǰ<v><prs>/δoδǰ<v><prs>/δoδǰ<v><prs>,FAIL
nīmǰůn-en,nīmǰůn<n>><3pl>,nīmǰůn<adj>><3pl>/nīmǰůn<adj>><3pl>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
pitêwǰ,pitêw<v>><pf>,pitêwǰ<v><prf>/pitêwǰ<v><prf>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
zibic-en,zibi<v>><pf><f/pl>><3pl>,zibic<v><prf><f>><3pl>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
půnd,půnd<n>,půnd<n>,CORRECT
va,va<post><prol>,va<v><imp>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
naɣ̌ǰīδǰ,naɣ̌ǰīδ<v>><pf>,naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
to-yi,to<cnj><lim1>><3sg>,to<n>><3sg>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
odam,odam<n>,odam<n>,CORRECT
wīnč,wīn<v>><pf>,wīnč<v><prf>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
tar,tar<prep><eq>,tar<prep>,FAIL
yi-ga,yi<prt><indef>><add1>,yi-ga<pro>/yi<adj>><add>/yi<pro>><add>,FAIL
taraf,taraf<n>,taraf<n>,CORRECT
naɣ̌ǰīδǰ,naɣ̌ǰīδ<v>><pf>,naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīðǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīδǰ<v><prf>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīðǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>/naɣ̌ǰīδǰ<v><prf><m>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
tūyǰ,tūy<v>><pf><m>,tūyǰ<v><prf>/tūyǰ<v><prf>/tūyǰ<v><prf><m>/tūyǰ<v><prf><m>,FAIL
dis-ga-yi,dis<pro>><add1>><3sg>,dis<pro>><add>><3sg>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
mardīnā,mardīnā<n>,mardīnā<adj>/mardīnā<n>,CORRECT
as,as<prep><el>,as<prep>,FAIL
awlod,awlod<n>,awlod<n>,CORRECT
čūɣ̌ǰ,čūɣ̌<v>><pf>,čūɣ̌ǰ<v><prf>/čūɣ̌ǰ<v><prf>,FAIL
tar,tar<prep><eq>,tar<prep>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
xez,xez<post><apud>,xez<adj>,FAIL
nazdīk,nazdīk<prep>,nazdīk<adj>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
yi-ga,yi<prt><indef>><add1>,yi-ga<pro>/yi<adj>><add>/yi<pro>><add>,FAIL
taraf,taraf<n>,taraf<n>,CORRECT
qati,qati<post><com>,qat<v><pst><f>><3sg>,FAIL
naɣ̌ǰīst,naɣ̌ǰīs<v>><prs><3sg>,naɣ̌ǰīs<v><prs>><2sg>/naɣ̌ǰīs<v><prs>><2sg>/naɣ̌ǰīs<v><prs>><3sg>/naɣ̌ǰīs<v><prs>><3sg>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
samari,samari<nprop><samaritan>,samar<n>><3sg>,FAIL
čorik,čorik<n>,čor<n>><dim>/čorik<n>,CORRECT
mis,mis<prt><add2>,mis<n>,FAIL
yik,yik<prt><emph>,yik<n>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
půnd-ti,půnd<n>><sup>,půnd<n>><2sg>><3sg>/půnd<n>><sup>,CORRECT
yaθč,yaθ<v>><pf>,yaθč<v><prf>/yaϑč<v><prf>,FAIL
xu,xu<cnj><coord1>,xu<conj><coord1>/xu<pro><refl>,FAIL
wi,wi<dem><d3><m><sg><obl>,wi<dem><d3><m><sg><obl>,CORRECT
bečorā-yi,bečorā<n>><3sg>,<without><adj>>čorā<n>><3sg>/bečorā<adj>><3sg>/bečorā<n>><3sg>,CORRECT
