cyrillic,meaning
зибӣн,"отваливаться, отскакивать; падать, валиться"
зибӣн,"исчезать, пропадать; убегать"
зиwêδ,"вынимать, вытаскивать, извлекать, выносить"
зиwêδ,добывать
зиwêδ,"высвобождать, освобождать, избавлять"
зиwêδ,"выгонять, изгонять; исключать"
зиwêδ,"выпускать, издавать"
зиwêδ,"выявлять, определять; приходить к выводу"
зиwêδ,"доводить до конца, заканчивать"
зидорδ,"рваться, разрываться; ломаться; лопаться, трескаться (прям. и перен.)"
зидорδ,"валиться, обрушиваться"
зидорδ,"распускаться, перестать владеть собой"
зидорδ,"спадать, утихать"
зидорδ,"заканчиваться, кончаться"
зидӣрδ,"рвать, разрывать, ломать"
зидӣр,"подметать, выметать, выгребать, вычищать, вытирать"
зидӣр,"обчищать, обкрадывать"
зийу̊ɣ̌,"вянуть, высыхать, засыхать, выгорать"
зин,"отнимать, отбирать, вырывать (из рук)"
зине,"мыть, обмывать"
зине,мыться
зине,стирать
зинойс,"скользить, соскальзывать"
зӣн,"убивать, умерщвлять; губить, уничтожать"
зӣн,"бить, лупить, ударять"
зӣн,"мучить, тиранить, изматывать, переутомлять"
йӣɣ̌,молоть
йӣɣ̌,"размельчать, измельчать, толочь, дробить"
йêс,"нести, носить"
йêс,"уносить, сносить (водой, ветром)"
йêс,"везти, возить, увозить, отвозить; вести, уводить, отводить"
йêс,"помещать, совать; помещаться"
йêс,"сжигать, травить, уничтожать, съедать"
йêс,"(в конструкции с глаголом зêх̌тоw) уносить, уводить с собой, брать, забирать с собой"
йêс,употребляется во второй части сложноименных глаголов
кафц,"вязнуть, тонуть (напр., в снегу, грязи)"
кафц,"вонзаться, втыкаться"
кахц,путаться (о нитках)
кӣɣ̌,"резать, убивать, закалывать животных; свежевать, разделывать тушу"
кӣɣ̌,"хорошо делать что-л., выполнять качественно какую-л. работу; отлично справляться с чем-л."
кигаw,ковырять (в зубах)
кигӣɣ̌,ковырять (в зубах)
киру̊н,"скоблить, выскабливать; скрести, очищать"
кирӣн,"скоблить, выскабливать; скрести, очищать"
киру̊н,"тереть, растирать, натирать; колоть"
кирӣн,"тереть, растирать, натирать; колоть"
кирӣwс,вытекать
лу̊в,"говорить, сказать, молвить; утверждать"
лув,"говорить, сказать, молвить; утверждать"
лу̊в,"рассказывать, повествовать; сообщать"
лув,"рассказывать, повествовать; сообщать"
лу̊в,просить; спрашивать
лув,просить; спрашивать
лу̊в,называть
лув,называть
лу̊в,упрекать; ругать; бранить
лув,упрекать; ругать; бранить
лу̊в,"предполагать, думать, считать"
лув,"предполагать, думать, считать"
лу̊в,"обещать, давать слово"
лув,"обещать, давать слово"
лу̊в,петь (песни)
лув,петь (песни)
лу̊в,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лув,"токовать; ворковать, чирикать, петь, кричать (о птицах)"
лу̊в,"вспомогательный глагол, входит в состав ряда сложных глаголов"
лув,"вспомогательный глагол, входит в состав ряда сложных глаголов"
мӣр,"умирать, кончаться; погибать; испускать дух, подыхать"
мӣр,"выбиваться из сил, обессиливать, уставать"
мӣр,"помалкивать, сидеть тихо, не шуметь, замирать"
мӣр,"влюбляться по уши, сохнуть по кому-л."
мез,мочиться
мен,оставаться
моз,"строить, создавать, сооружать"
моз,"делать, выделывать, изготовлять"
нарфӣθ,выдернуться; вывихнуться
нах̌фӣθ,выдернуться; вывихнуться
них̌фӣθ,выдернуться; вывихнуться
наɣ̌ҷис,проходить; переходить (в разн. знач.); миновать
наɣ̌ҷӣс,проходить; переходить (в разн. знач.); миновать
наɣ̌ҷис,"проходить, миновать (о времени)"
наɣ̌ҷӣс,"проходить, миновать (о времени)"
наɣ̌ҷис,"обходить, превосходить (в чем-л.)"
наɣ̌ҷӣс,"обходить, превосходить (в чем-л.)"
ну̊,плакать; оплакивать
ниwоз,играть (на музыкальных инструментах)
ниδафц,"прилипать, приклеиваться, приставать"
ниδафц,"приставать, задираться; сцепиться в схватке, драке"
ниδафц,"начинать (что-л. делать), приступать к чему-л., приняться за что-л."
нӣθ,"сидеть; садиться, усаживаться; быть сидящим, сидеть (*в формах перфектной серии*)"
нӣθ,"ждать (сидя, стоя), поджидать (часто с предлогом *пи*)"
нӣθ,"оставаться; пребывать, проживать, останавливаться (на постой)"
нӣθ,"садиться, опускаться (с высоты), приземляться"
нӣθ,"приминаться, уминаться"
нимой,виднеться; казаться
нимой,виднеться; казаться
нихайс,"спадать, уменьшаться (об опухоли и т. п.)"
нихорθ,"разрушаться, обваливаться"
рихорθ,"разрушаться, обваливаться"
нихорθ,спускаться; опускаться
рихорθ,спускаться; опускаться
них̌пӣр,"наступать, давить (ногой)"
них̌цирем,щипать
них̌цирӣм,щипать
ниғу̊w,"слушать, слышать"
ниғу̊ɣ̌,"слушать, слышать"
ноɣ̌,"бродить, ходить; прогуливаться"
ноɣ̌,"кружиться, вращаться"
ноɣ̌,"гулять, встречаться; дружить, водиться"
парwарθ,соскальзывать (с меха при плавании)
парwарθ,"касаться, вмешиваться, интересоваться"
паргӣɣ̌,"сверлить, долбить, дырявить; изготовлять что-либо долблением"
пиргӣɣ̌,"сверлить, долбить, дырявить; изготовлять что-либо долблением"
паргӣɣ̌,"ковырять (в зубах), прочищать (между зубами)"
пиргӣɣ̌,"ковырять (в зубах), прочищать (между зубами)"
паргӣɣ̌,"проникать, пронзать, сверлить"
пиргӣɣ̌,"проникать, пронзать, сверлить"
парδӣ,продавать; менять (*прям. и перен.*)
пархорθ,болеть повторно (рецидив болезни)
пирхаθ,болеть повторно (рецидив болезни)
парғӣн,"бить, ударять"
парғӣн,"накрывать, покрывать"
парғӣн,"лопать, хлебать, жрать; дуть, лакать, напиваться"
парҷӣв,"брать; отнимать, отбирать, забирать"
патêw,"бросать, кидать (в разн. знач.)"
патêw,"бросать, кидать (в разн. знач.)"
питêw,"бросать, кидать (в разн. знач.)"
питêw,"бросать, кидать (в разн. знач.)"
патêw,"класть, помещать"
патêw,"класть, помещать"
питêw,"класть, помещать"
питêw,"класть, помещать"
патêw,оставлять; покидать; бросать
патêw,оставлять; покидать; бросать
питêw,оставлять; покидать; бросать
питêw,оставлять; покидать; бросать
патêw,ронять
патêw,ронять
питêw,ронять
питêw,ронять
патêw,"задавать, бросать корм"
патêw,"задавать, бросать корм"
питêw,"задавать, бросать корм"
питêw,"задавать, бросать корм"
патêw,"валить, взваливать"
патêw,"валить, взваливать"
питêw,"валить, взваливать"
питêw,"валить, взваливать"
патêw,"подбрасывать, подвозить, довозить"
патêw,"подбрасывать, подвозить, довозить"
питêw,"подбрасывать, подвозить, довозить"
питêw,"подбрасывать, подвозить, довозить"
патêw,"вычитывать, убавлять, сбрасывать"
патêw,"вычитывать, убавлять, сбрасывать"
питêw,"вычитывать, убавлять, сбрасывать"
питêw,"вычитывать, убавлять, сбрасывать"
патêw,"поручать, перепоручать; доверять кому-л."
патêw,"поручать, перепоручать; доверять кому-л."
питêw,"поручать, перепоручать; доверять кому-л."
питêw,"поручать, перепоручать; доверять кому-л."
пачwарθ,"поворачиваться, перевертываться, вертеться (с боку на бок)"
пачwарθ,"шлепаться, бухаться"
пиδафц,"липнуть, клеиться, прилипать"
пиδафц,"приставать (о заразе, болезни), заражаться"
пиδафц,"драться, сцепляться"
пиδафц,"начинать, приступать (чаще с кратким инфинитивом)"
пиδин,"зажигать, сжигать, поджигать; разводить огонь"
пиδӣн,"зажигать, сжигать, поджигать; разводить огонь"
пиδин,огорчать; причинять душевную боль
пиδӣн,огорчать; причинять душевную боль
пиδис,"гореть, сгорать, обгорать"
пиδис,"засыхать, гореть (о хлебах, травах)"
пиδис,"париться, изнывать от жары, изнемогать от жары"
пиδис,"кипеть, гореть, спориться (о быстрой работе)"
пиδис,"огорчаться, скорбеть, горевать, изводиться от горя"
пе,портиться; гнить; тлеть
пе,свертываться (о молоке)
пе,чернеть; покрываться синяками
пинӣз,"одевать, надевать"
пинӣӡ,"одевать, надевать"
пинӣз,"обувать, обувать(ся); надевать (обувь)"
пинӣӡ,"обувать, обувать(ся); надевать (обувь)"
пирӣθ,"рваться, разрываться"
пирӣθ,"протекать; капать; просачиваться, прорываться (о воде)"
пирӣθ,"проходить, прекращаться"
пармир,"вянуть, увядать; сохнуть"
пирмир,"вянуть, увядать; сохнуть"
пармир,терять силы; слабеть; становиться вялым
пирмир,терять силы; слабеть; становиться вялым
пис,испекаться; вариться
пис,кипеть
пис,"поспевать, зреть, созревать"
пис,"изнывать (от жары), париться"
пис,"утихать, стихать, уменьшаться"
пису̊,быть предназначенным судьбой; суждено
питахц,"дымить, коптить, чадить"
питахц,"приставать, цепляться, дразнить"
пикӣн,"выдергивать; выкапывать; отделять, удалять"
питӣн,"выдергивать; выкапывать; отделять, удалять"
пих̌êw,стричь шерсть (животных)
пих̌êw,стричь шерсть (животных)
пишу̊,"утешаться; развлекаться, отвлекаться, заниматься чем-л."
пӣӡ,"печь, варить, готовить (пищу)"
пӣӡ,кипятить (воду)
пӣӡ,"удовлетворяться, утолять желание, насыщаться, наслаждаться; стихать"
пой,пасти (скот)
пой,пасти (скот)
пул,"несильно гореть, теплиться"
пул,"поблескивать, блестеть, мерцать"
пул,слабо видеть (о глазах)
раз,"литься, сыпаться, осыпаться, опадать, высыпаться, выпадать"
раф,"трогать, касаться, задевать"
роф,"трогать, касаться, задевать"
ров,сосать матку (о детенышах животных)
роɣ̌з,"дрожать, трястись"
роɣ̌ӡ,"дрожать, трястись"
рибӣз,"класть, ставить, помещать"
ривир,"отдавать молоко, доиться"
ривир,опускаться (о губах при плаче)
риwоз,"летать; улетать, взлетать"
риwойс,"истощаться, проголодаться; голодать, умирать от голода"
риме,"велеть, приказывать; поручать; заставлять"
риме,посылать
риме,назначать; предлагать
ринêс,забывать
рис,"оставаться, сохраняться (в разных знач.)"
рис,"отставать, оставаться позади"
рис,"утомляться, уставать"
рис,"(с предлогом ас) лишаться чего-л., оставаться без чего-л.; быть не в состоянии что-л. сделать"
рис,"(модифицирующий глагол в глагольных словосочетаниях с союзом ху, обозначает состояние и придает оттенок результативности)"
рацӣθ,"бежать; убегать, сбегать"
рицӣθ,"бежать; убегать, сбегать"
ру̊п,"мести, сгребать (снег), очищать (от снега)"
сакц,"вздрагивать; подскакивать (от испуга, неожиданности)"
су̊,"идти, ехать, отправляться; доходить (до предела)"
су̊,"становиться, делаться, превращаться"
су̊,"быть, происходить, случаться"
су̊,"появляться, возникать; рождаться"
су̊,"водиться, встречаться; произрастать"
су̊,"получаться, выходить"
су̊,"наступать, исполняться; проходить"
су̊,"быть, приходиться кем-л. кому-л."
су̊,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
су̊,попадать
су̊,"деваться, пропадать"
су̊,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
су̊,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
су̊,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
су̊,тк. в форме су́т-ат(ā) (подчинительный союз) если
сикахц,"спасаться; уцелевать, выживать, выздоравливать"
сипоф,сосать
сипоф,"мучить, изматывать"
сирêwс,"отделяться, выделяться"
сиру̊,"отделяться, выделяться"
сирӣwс,"отделяться, выделяться"
сирêwс,сворачиваться (о молочных продуктах)
сиру̊,сворачиваться (о молочных продуктах)
сирӣwс,сворачиваться (о молочных продуктах)
сирêwс,"перестать сосать грудь, отказываться от груди"
сиру̊,"перестать сосать грудь, отказываться от груди"
сирӣwс,"перестать сосать грудь, отказываться от груди"
ситафц,"жариться, поджариваться"
ситафц,"испытывать жажду, хотеть пить"
ситафц,"горевать, огорчаться, убиваться"
сифӣн,подниматься
сифӣн,достигать какого-л. уровня
сифӣн,"преуспевать, расти (в должности)"
торδ,драться
тахс,"дымить, чадить, коптить"
тахц,"дымить, чадить, коптить"
тахс,"вонять, дурно пахнуть"
тахц,"вонять, дурно пахнуть"
тахс,"трогать, задевать, касаться"
тож,"тащить, тянуть, волочить, вытаскивать"
тож,"носить, таскать; возить"
тож,"снимать, стягивать"
тож,"обтягивать, обшивать, обивать"
тож,"всасывать, втягивать; впитывать"
тож,"чертить, линовать; рисовать"
тож,"вешать, взвешивать"
тож,курить
тож,выступает как вспомогательный глагол
тӣз,"идти; ходить, ездить; отправляться, уезжать, улетать"
тӣз,"иметь течь, течь"
тӣз,"идти, течь, струиться (о потоке и т. п.)"
тӣз,"исходить, распространяться"
тӣз,ходить (о часах)
тӣз,идти (о времени)
тӣз,дуть (о ветре)
тӣз,входит в состав ряда сложноименных глаголов
тидак,"силиться, тужиться; стараться"
тидак,тяжело дышать
тидӣрδ,"драть, кусать, отрубать; щипать"
тидӣрδ,"ругать, бранить"
тилāп,просить; требовать
тилоп,просить; требовать
тилāп,"просить руки, сватать"
тилоп,"просить руки, сватать"
тилāп,искать
тилоп,искать
фарδиму̊ӡ,"выжимать, отжимать"
фиру̊,"прополаскиваться начисто, отмываться"
фироп,"добираться, достигать, доходить; прибывать; подходить"
фироп,"(при)касаться, дотрагиваться; попадать на что-л."
фироп,"нападать, набрасываться"
фироп,"быть достаточным, хватать"
фироп,"доставаться, полагаться"
фироп,"поспевать, созревать, вызревать, доходить"
фироп,"подходить, подниматься (о тесте)"
фирêw,"полоскать, споласкивать; очищать, отмывать"
фирêw,"полоскать, споласкивать; очищать, отмывать"
фирêw,"обмывать, пить в честь кого-, чего-л."
фирêw,"обмывать, пить в честь кого-, чего-л."
фирêw,"ругать, мыть кому-л. косточки"
фирêw,"ругать, мыть кому-л. косточки"
фор,"хотеться, нравиться, быть по вкусу"
хе,"молотить (обычно в сочетании хоҷ хӣстоw, в шгн. малоупотр.)"
хе,"колотить, бить"
хӣр,"есть, кушать, съедать; питаться"
хӣр,"расходовать, разбрасывать, тратить"
хӣр,"наслаждаться, кайфовать"
хӣр,"упрекать, наказывать"
хӣр,"вспомогательный глагол, входит в состав ряда сложноименных глаголов"
хāфс,"спускаться, слезать, сходить"
хāфц,"спускаться, слезать, сходить"
хāфс,"уменьшаться в объеме; падать, снижаться (об уровне)"
хāфц,"уменьшаться в объеме; падать, снижаться (об уровне)"
хāфс,"закрываться, захлопываться (напр., о двери)"
хāфц,"закрываться, захлопываться (напр., о двери)"
хāфс,"останавливаться, делать привал"
хāфц,"останавливаться, делать привал"
хāфс,"соглашаться, слушаться"
хāфц,"соглашаться, слушаться"
х̌еб,"бить, колотить, избивать"
х̌еп,"бить, колотить, избивать"
х̌еб,"колотить, трепать шерсть"
х̌еп,"колотить, трепать шерсть"
х̌еб,"сбивать палкой орехи, бить по орешнику палкой"
х̌еп,"сбивать палкой орехи, бить по орешнику палкой"
х̌икӣр,"искать, разыскивать; обыскивать"
х̌икафц,расцветать; распускаться
х̌икафц,"хорошеть, расцветать"
х̌ӣн,"слышать, слушать"
х̌ӣн,"узнавать, обнаруживать"
х̌ӣн,"слушаться, быть послушным"
х̌ипирêз,"расщеплять, раскалывать, разламывать"
х̌ипирêӡ,"расщеплять, раскалывать, разламывать"
х̌ипирêз,делать безукоризненно; выполнять точно
х̌ипирêӡ,делать безукоризненно; выполнять точно
х̌ицай,"мерзнуть, замерзать; простуживаться"
х̌ице,"мерзнуть, замерзать; простуживаться"
х̌ичих̌,"резать, отрезать, обрезать; отрубать; отсекать"
х̌ичух̌,"резать, отрезать, обрезать; отрубать; отсекать"
х̌ичӣɣ̌,"резать, отрезать, обрезать; отрубать; отсекать"
х̌ичих̌,"кроить, выкраивать"
х̌ичух̌,"кроить, выкраивать"
х̌ичӣɣ̌,"кроить, выкраивать"
х̌ичоф,"трескаться, лопаться, рваться, разрываться, взрываться"
х̌ичоф,"изнемогать, разрываться от напряжения"
х̌ичоф,"сидеть на месте, сидеть спокойно; успокаиваться"
х̌ичоф,"сидеть молча, сидеть не двигаясь"
х̌ой,читать
х̌ой,читать
х̌ой,"учиться, заниматься; учить"
х̌ой,"учиться, заниматься; учить"
х̌êфц,"спать, засыпать, ночевать; лежать, ложиться"
цай,"жать, косить"
це,"жать, косить"
чак,капать; течь
чарҷафц,карабкаться
чу̊н,"копать, раскапывать, рыть"
чу̊н,"выкалывать, ковырять; выкорчевывать, выкапывать"
чу̊н,"выписывать, снимать с учета; заменять"
чис,"смотреть, глядеть"
чос,"смотреть, глядеть"
чис,"видеть, обнаруживать, замечать"
чос,"видеть, обнаруживать, замечать"
чис,"заботиться, присматривать, смотреть, ухаживать; наблюдать, следить"
