cyrillic,meaning
пасов,"отыменный предлог: благодаря кому-л., чему-л., из-за кого-л., чего-л."
пи,"(с послелогом бӣр) направление вниз и местонахождение внизу, под, подо"
пи,"(с послелогом ш. -анд, -инд) приближение к чему-л., кому-л. или местонахождение вблизи кого-л., чего-л. к, до; около, при"
пи,адресат действия
пи,время
пи,"косвенное дополнение непространственного значения при ряде глаголов (на русский язык может переводиться в зависимости от глагола как косвенным, так и прямым дополнением)"
пи,"местонахождение вверху (в частности, с послелогом хез): в, на, у"
пи,"направление действия вверх (в конкретно-пространственном и отвлеченном смысле; в частности, при глаголах движения в сочетании с послелогом хез): в, на, к, до"
пи,"направление и местонахождение безотносительно к горизонтали (в конкретно-пространственном и отвлеченном смысле): в, на, при; к"
пи,орудийность
пи,совместность с (со)
пи-кā,"куда, в каком направлении (вверх)?"
пис,"предлог, указывает на направление и местонахождение вдоль чего-л., по чему-л. (часто в сочетании с -(а)θ при последующем имени)"
пис,"указывает на время; в, с, к"
пис,указывает на распределение действия на ряд предметов в пространстве: по
пис,"указывает на следование за кем-л, чем-л. (в пространственном, временном и отвлеченном значении)"
пис,указывает на трансгрессивное значение
пис,"указывает на цель, назначение: за кем-л., чем-л."
пис,"указывает на чье-либо посредство; посредством кого-л., чего-л., с помощью кого-л., чего-л.; через кого-л., что-л.; с"
рӯ,"изафетный предлог, с предлогом ас (аз): из-за; поэтому"
рӯ,"изафетный предлог, с предлогом ба: обозначает адресата"
сар,изафетный предлог
та́йи,под
тар,в сочетании с послелогом -āҷ обозначает направление в некое неопределенное место; куда-то к; куда-то в
тар,"в сочетании с послелогом хез обозначает направление к лицу или в место, находящееся перед, у чего-л., к"
тар,указывает адресат действия
тар,"указывает дополнение, присоединение, включение (чаще с последующей частицей -аθ); вдобавок к; с, вместе с; и"
тар,"указывает местонахождение в пространстве, обычно по горизонтали от объекта"
тар,"указывает направление в пространстве, обычно по горизонтали"
тар,указывает направление внутрь или местонахождение внутри чего-л.; в
тар,"указывает направление действия к какому-л. пределу, контакту, соприкосновению с чем-л. (в пространственном и отвлеченном смысле); в, на, до, к, об"
тар,"указывает объект сравнения; на, в"
тар,"указывает предел во времени; время к, через"
тар,"указывает причину, цель, объект тех или иных эмоций (преимущественно при инфинитиве)"
то,"указывает на предел в пространстве или во времени: до, к"
ғайр,"кроме, помимо, сверх (в сочетании с предлогами)"
ба ғайр ас,"кроме, помимо, сверх, наряду с"
ҷāт,"в значении русского предлога ""о"""
ҷāт,"при обозначении цели и причины: ради, для; за, из-за; к, с целью; по причине, вследствие"
рӯй,"изафетный предлог, с предлогом ас (аз): из-за; поэтому"
рӯй,"изафетный предлог, с предлогом ба: обозначает адресата"
кӣл,"(в сочетании с предлогом *ас*) от края, от поверхности чего-л.; от"
кӣл,"локативное служебное слово, указывающее место вверху чего-л.; в сочетании с локативными предлогами – также направление вверх, в сторону, к краю чего-л.: к, на; над; наверху, сверху"
дар та́йи,"составной предлог, указывающий на место"
дар та́йи,"составной предлог, указывающий на цель"
ар-цу̊ндца,несмотря на...; сколько бы ни...
ар-цу̊нд,несмотря на...; сколько бы ни...
ас,"предлог, выражающий удаление, отделение; причину, сравнение, отношение; объект; из, от, через, вследствие, чем"
аз,"предлог, выражающий удаление, отделение; причину, сравнение, отношение; объект; из, от, через, вследствие, чем"
авен,"для, ради"
ба,"предлог, выражающий образ действия; выражает также направление; широко употребляется также в заимствованных речениях"
ба-рост,напротив
ба-рӯйи,"для, на"
бар,выражает сравнение
бар,"на, над (преимущественно в заимствов. сочетаниях)"
бе,без
бӣр-ва,под
чи,"выражает направление, стремление, намерение"
дар,"предлог, обозначающий нахождение в чем-либо"
дар-борайи,"относительно, в отношении, о, про"
дар-мобен,между
даралойи,"для, ради"
дарӯн,"внутри, среди, между"
думбол-тӣр,"сзади, позади, за, вслед, после, следом"
думбол-ти,"сзади, позади, за, вслед, после, следом"
ду̊нд-тӣр,"ради, для"
миδен,"среди, между"
миғӯнд,"вроде, наподобие, подобно, такого вида, рода; таким образом, способом"
пи,"предлог, выражающий направление вверх, нахождение вверху"
пис,"вслед, за, через, по"
қати,"послелог орудия и совместности: вместе, совместно с—; посредством, при помощи"
қатӣр,"послелог орудия и совместности: вместе, совместно с—; посредством, при помощи"
сохт,"вроде, наподобие"
тар,"предлог, выражающий направление, местонахождение, время (на одинаковом уровне)"
то,до
wарғ,"вместо, в счет, за счет"
зидд,изафетный предлог (часто в сочетании с основными предлогами) против; напротив
зидд,"против, несогласный"
ғайр ас,"кроме, помимо, сверх, наряду с"
зи ға́йри,"кроме, помимо, сверх, наряду с"
ба ғайри,"кроме, помимо, сверх, наряду с"
бе ғайри,"кроме, помимо, сверх, наряду с"
