cyrillic,meaning
зибӯδҷ,"прыгать, скакать; бросаться, кидаться (прям. и перен.)"
зибуδҷ,"отваливаться, отскакивать; падать, валиться"
зибӯδҷ,"отваливаться, отскакивать; падать, валиться"
зибуδҷ,"исчезать, пропадать; убегать"
зибӯδҷ,"исчезать, пропадать; убегать"
зидух̌ч,"рваться, разрываться; ломаться; лопаться, трескаться (прям. и перен.)"
зидух̌ч,"валиться, обрушиваться"
зидух̌ч,"распускаться, перестать владеть собой"
зидух̌ч,"спадать, утихать"
зидух̌ч,"заканчиваться, кончаться"
зийух̌ч,"вянуть, высыхать, засыхать, выгорать"
зинӯйҷ,"скользить, соскальзывать"
кидӯйҷ,"вытекать, течь, освобождаться (от жидкости)"
кирӯйҷ,вытекать
луцч,"подаваться под нажимом, оставлять на себе вмятины"
луцч,быть вязким
луцч,"подрагивать, колебаться"
мӯғ̌ҷ,"умирать, кончаться; погибать; испускать дух, подыхать"
мӯғ̌ҷ,"выбиваться из сил, обессиливать, уставать"
мӯғ̌ҷ,"помалкивать, сидеть тихо, не шуметь, замирать"
мӯғ̌ҷ,"влюбляться по уши, сохнуть по кому-л."
нарфӣδҷ,выдернуться; вывихнуться
нах̌фӣδҷ,выдернуться; вывихнуться
них̌фӣδҷ,выдернуться; вывихнуться
нағ̌ҷӣδҷ,проходить; переходить (в разн. знач.); миновать
нағ̌ҷӣδҷ,"проходить, миновать (о времени)"
нағ̌ҷӣδҷ,"обходить, превосходить (в чем-л.)"
ниδӯвҷ,"прилипать, приклеиваться, приставать"
ниδӯвҷ,"приставать, задираться; сцепиться в схватке, драке"
ниδӯвҷ,"начинать (что-л. делать), приступать к чему-л., приняться за что-л."
нӯсч,"сидеть; садиться, усаживаться; быть сидящим, сидеть (*в формах перфектной серии*)"
нӯсч,"ждать (сидя, стоя), поджидать (часто с предлогом *пи*)"
нӯсч,"оставаться; пребывать, проживать, останавливаться (на постой)"
нӯсч,"садиться, опускаться (с высоты), приземляться"
нӯсч,"приминаться, уминаться"
нихӯсч,"спадать, уменьшаться (об опухоли и т. п.)"
нихух̌ч,"разрушаться, обваливаться"
рихух̌ч,"разрушаться, обваливаться"
нихух̌ч,спускаться; опускаться
рихух̌ч,спускаться; опускаться
парух̌ч,"скакать, вскакивать, прыгать; кидаться"
парwух̌ч,соскальзывать (с меха при плавании)
парwух̌ч,"касаться, вмешиваться, интересоваться"
пархух̌ч,болеть повторно (рецидив болезни)
пирхух̌ч,болеть повторно (рецидив болезни)
пиδӯвҷ,"липнуть, клеиться, прилипать"
пиδӯвҷ,"приставать (о заразе, болезни), заражаться"
пиδӯвҷ,"драться, сцепляться"
пиδӯвҷ,"начинать, приступать (чаще с кратким инфинитивом)"
пиδиδҷ,"гореть, сгорать, обгорать"
пиδӣδҷ,"гореть, сгорать, обгорать"
пиδиδҷ,"засыхать, гореть (о хлебах, травах)"
пиδӣδҷ,"засыхать, гореть (о хлебах, травах)"
пиδиδҷ,"париться, изнывать от жары, изнемогать от жары"
пиδӣδҷ,"париться, изнывать от жары, изнемогать от жары"
пиδиδҷ,"кипеть, гореть, спориться (о быстрой работе)"
пиδӣδҷ,"кипеть, гореть, спориться (о быстрой работе)"
пиδиδҷ,"огорчаться, скорбеть, горевать, изводиться от горя"
пиδӣδҷ,"огорчаться, скорбеть, горевать, изводиться от горя"
пуδҷ,портиться; гнить; тлеть
пӯδҷ,портиться; гнить; тлеть
пуδҷ,свертываться (о молоке)
пӯδҷ,свертываться (о молоке)
пуδҷ,чернеть; покрываться синяками
пӯδҷ,чернеть; покрываться синяками
пирӯсч,"рваться, разрываться"
пирӯсч,"протекать; капать; просачиваться, прорываться (о воде)"
пирӯсч,"проходить, прекращаться"
пармӯғ̌ҷ,"вянуть, увядать; сохнуть"
пирмӯғ̌ҷ,"вянуть, увядать; сохнуть"
пармӯғ̌ҷ,терять силы; слабеть; становиться вялым
пирмӯғ̌ҷ,терять силы; слабеть; становиться вялым
пишуδҷ,"утешаться; развлекаться, отвлекаться, заниматься чем-л."
пишӯδҷ,"утешаться; развлекаться, отвлекаться, заниматься чем-л."
пулч,"несильно гореть, теплиться"
пулч,"поблескивать, блестеть, мерцать"
пулч,слабо видеть (о глазах)
риwух̌ч,"летать; улетать, взлетать"
рацӯшч,"бежать; убегать, сбегать"
рицӯшч,"бежать; убегать, сбегать"
суδҷ,"идти, ехать, отправляться; доходить (до предела)"
сӯδҷ,"идти, ехать, отправляться; доходить (до предела)"
суδҷ,"становиться, делаться, превращаться"
сӯδҷ,"становиться, делаться, превращаться"
суδҷ,"быть, происходить, случаться"
сӯδҷ,"быть, происходить, случаться"
суδҷ,"появляться, возникать; рождаться"
сӯδҷ,"появляться, возникать; рождаться"
суδҷ,"водиться, встречаться; произрастать"
сӯδҷ,"водиться, встречаться; произрастать"
суδҷ,"получаться, выходить"
сӯδҷ,"получаться, выходить"
суδҷ,"наступать, исполняться; проходить"
сӯδҷ,"наступать, исполняться; проходить"
суδҷ,"быть, приходиться кем-л. кому-л."
сӯδҷ,"быть, приходиться кем-л. кому-л."
суδҷ,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
сӯδҷ,"(с предлогом тар) походить на кого-либо, удаваться в кого-либо"
суδҷ,попадать
сӯδҷ,попадать
суδҷ,"деваться, пропадать"
сӯδҷ,"деваться, пропадать"
суδҷ,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
сӯδҷ,"вспомогательный глагол сложноименных глаголов с непереходным значением (противоп. кин: чӯд, δāδ:δод)"
суδҷ,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
сӯδҷ,"вспомогательный глагол в начинательных конструкциях с кратким инфинитивом или именем глагольного значения (обычно в сочетании со служебными словами дар, дараw, чи, пай, даwу̊м)"
суδҷ,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
сӯδҷ,(редко) вспомогательный глагол в составе сложноименных глаголов с переходным значением
суδҷ,тк. в форме су́т-ат(ā) (подчинительный союз) если
сӯδҷ,тк. в форме су́т-ат(ā) (подчинительный союз) если
сируδҷ,"отделяться, выделяться"
сирӯδҷ,"отделяться, выделяться"
сируδҷ,сворачиваться (о молочных продуктах)
сирӯδҷ,сворачиваться (о молочных продуктах)
сируδҷ,"перестать сосать грудь, отказываться от груди"
сирӯδҷ,"перестать сосать грудь, отказываться от груди"
ситӯвҷ,"жариться, поджариваться"
ситӯвҷ,"испытывать жажду, хотеть пить"
ситӯвҷ,"горевать, огорчаться, убиваться"
сифӣδҷ,подниматься
сифӣδҷ,достигать какого-л. уровня
сифӣδҷ,"преуспевать, расти (в должности)"
тух̌ч,драться
тӯйҷ,"идти; ходить, ездить; отправляться, уезжать, улетать"
тӯйҷ,"иметь течь, течь"
тӯйҷ,"идти, течь, струиться (о потоке и т. п.)"
тӯйҷ,"исходить, распространяться"
тӯйҷ,ходить (о часах)
тӯйҷ,идти (о времени)
тӯйҷ,дуть (о ветре)
турч,"тарахтеть, трещать, шуметь"
турч,испускать газы
турч,"орать, кричать"
фируδҷ,"прополаскиваться начисто, отмываться"
фирӯδҷ,"прополаскиваться начисто, отмываться"
фунгч,тихо ржать (о лошади)
функч,тихо ржать (о лошади)
фух̌ч,"пыхтеть, тяжело дышать, часто дышать"
фух̌ч,"молчать, сердиться, дуться"
х̌икуфч,расцветать; распускаться
х̌икуфч,"хорошеть, расцветать"
х̌ицоδҷ,"мерзнуть, замерзать; простуживаться"
х̌овҷ,"спать, засыпать, ночевать; лежать, ложиться"
цирӯвҷ,"саднить, щипать, нащипывать, гореть, жечь, болеть"
цирӯвҷ,"горевать, тосковать, печалиться; скорбеть"
ӡурч,испускать газы
шитурч,громко испускать ветры
шитурч,"кричать, горланить, орать"
ғибух̌ч,"кончаться, заканчиваться (о вязании)"
ғибух̌ч,прекращать рост; оставаться на одном и том же уровне
ғутч,"гоготать (о гусях), кудахтать, крякать (о курах, утках и уларах)"
ғутч,"сердито бормотать, ворчать, бурчать"
қутч,кудахтать; кукарекать
вуδҷ,"быть, существовать; быть в наличии, иметься"
вӯδҷ,"быть, существовать; быть в наличии, иметься"
вуδҷ,"быть, находиться, присутствовать"
вӯδҷ,"быть, находиться, присутствовать"
вуδҷ,"быть, происходить, случаться"
вӯδҷ,"быть, происходить, случаться"
вуδҷ,(тк. перфектная форма) 3-е л.: оказывается
вӯδҷ,(тк. перфектная форма) 3-е л.: оказывается
вуδҷ,"(глагол-связка) быть, являться"
вӯδҷ,"(глагол-связка) быть, являться"
вуδҷ,употребляется как вспомогательный глагол в описательном преждепрошедшем перфекте
вӯδҷ,употребляется как вспомогательный глагол в описательном преждепрошедшем перфекте
аwӯйч,"ложиться, укладываться, разваливаться (чаще о животных)"
ағ̌ӯйч,"ложиться, укладываться, разваливаться (чаще о животных)"
аwӯйч,"никнуть к земле, стелиться (о растениях)"
ағ̌ӯйч,"никнуть к земле, стелиться (о растениях)"
аwӯйч,"рассаживаться, разваливаться (о человеке)"
ағ̌ӯйч,"рассаживаться, разваливаться (о человеке)"
биδӯвҷ,"закрываться (напр., о глазах, рте)"
нахтӯйҷ,"выходить (в разн. знач. извне, откуда-л., из чего-л.)"
нахтӯйҷ,"возникать, появляться, объявляться"
нахтӯйҷ,"объявляться, заявляться, прибывать"
нахтӯйҷ,добираться
нахтӯйҷ,выходить из печати
нахтӯйҷ,"выходить, получаться в итоге (при подсчете, взвешивании)"
нахтӯйҷ,"оказываться, обнаруживаться"
нахтӯйҷ,"оканчиваться, проходить, быть на исходе (о времени)"
нахтӯйҷ,уходить (от мужа)
