cyrillic,meaning
андêғ,"твердый, жесткий; затвердевший"
индêғ,"твердый, жесткий; затвердевший"
апӯпакилло,совершенно голый; нагой
апӯпакило,совершенно голый; нагой
араб,арабский
араби,арабский
арāй-торā,трехструнный
арай-торā,трехструнный
аракатдор,энергичный; сильный
арāқин,потливый
арāқин,потный
арби,военный; воинский
ар-гӯнā,"разный, различный, разнообразный, разнородный, всевозможный"
арзандā,догадливый
арзандā,достойный
арзу̊н,дешевый; доступный
арзу̊н-боб,"недорогой, дешевый"
арзу̊н-буо,"недорогой, дешевый"
арзу̊н-буҳо,"недорогой, дешевый"
арзун-бао,"недорогой, дешевый"
арзун-баҳо,"недорогой, дешевый"
армани,армянский
ар-меθā,"ежедневный, каждодневный; повседневный"
ар-мêстā,ежемесячный
ар-моā,ежемесячный
ар-мойā,ежемесячный
ар-моҳā,ежемесячный
а́-рā́нг-аθ,"разный, всякого рода, всевозможный"
а́-ра́нг-аθ,"разный, всякого рода, всевозможный"
а́р-рā́нг-аθ,"разный, всякого рода, всевозможный"
а́р-ра́нг-аθ,"разный, всякого рода, всевозможный"
а-рāнғāҷ,"всевозможный, разный, разнообразный"
а-рāнғāҷ-аθ,"всевозможный, разный, разнообразный"
а-ранғāҷ,"всевозможный, разный, разнообразный"
а-ранғāҷ-аθ,"всевозможный, разный, разнообразный"
ар-рāнғāҷ,"всевозможный, разный, разнообразный"
ар-рāнғāҷ-аθ,"всевозможный, разный, разнообразный"
ар-ранғāҷ,"всевозможный, разный, разнообразный"
ар-ранғāҷ-аθ,"всевозможный, разный, разнообразный"
а-рāнгин,"всякий, любой, всевозможный"
а-рангин,"всякий, любой, всевозможный"
ар-рāнгин,"всякий, любой, всевозможный"
ар-рангин,"всякий, любой, всевозможный"
аррӯзā,ежедневный; повседневный
арӯзā,ежедневный; повседневный
артарафā,всесторонний; полный
ару̊мзодā,"незаконнорожденный, внебрачный"
ару̊ми,"поганый, дохлый; паршивый"
ар-хелā,"разный, разнообразный, разнородный"
асал,сладкий; вкусный
асли,"настоящий, подлинный"
асли,"похожий на кого-л., вылитый"
аслидор,благородный
асоси,"основной, главный"
атапур,"полный, наполненный (о яме, углублении)"
атми,"необходимый, обязательный"
афлок,"худой, тощий, чахлый"
афлотӯн,"находчивый; догадливый; смышленый; прозорливый, проницательный"
афтаги,еженедельный
афтаги,недельный
афтайи,еженедельный
афтайи,недельный
афтодā,"старый, престарелый, пожилой"
афтодсалā,семидесятилетний
афтодсолā,семидесятилетний
афтодум,семидесятый
афранг,"разнообразный, разного сорта, вида"
афтранг,"разнообразный, разного сорта, вида"
афу̊нат,"хитрый; понятливый, смышленый, смекалистый; проворливый, проницательный"
ахтā,"кастрированный, оскопленный, холощеный"
ах̌ибнӣнҷ,вчерашний
ах̌ибнӣнҷ,позавчерашний
ах̌ӣбну̊нҷ,вчерашний
ах̌ӣбну̊нҷ,позавчерашний
ах̌ӣбу̊нҷ,вчерашний
ах̌ӣбу̊нҷ,позавчерашний
ах̌ӣбӣнҷ,вчерашний
ах̌ӣбӣнҷ,позавчерашний
аштодсалā,восьмидесятилетний
аштодсолā,восьмидесятилетний
аɣ̌дал,"способный, выносливый (в работе)"
аɣ̌дар,"способный, выносливый (в работе)"
аɣ̌дал-мол,"огромный, увесистый; объемистый"
ақêқ,"нагой, обнаженный, голый"
ақêқи,"действительный, настоящий; истинный"
ақлидор,"умный; разумный, рассудительный"
ақу̊ни,справедливый
аққу̊ни,справедливый
аҷаб,удивительный; странный
аҷинā,"сумасшедший, безумный"
аҷойӣб,интересный; удивительный; замечательный
āзоги,членский
āло,отличный; отлично
āл-чӯɣ̌ҷин,"решенный, разрешенный"
āту̊ми,атомный
āх̌к,"говорящий, обладающий речью (противоп. гу̊л)"
āх̌к,"разговорҷивый человек, говорун"
ах̌к,"говорящий, обладающий речью (противоп. гу̊л)"
ах̌к,"разговорҷивый человек, говорун"
баадаб,"вежливый, воспитанный; учтивый"
баафзол,способный; мощный
бабаракат,благодатный; удачливый; хозяйственный
бобаракат,благодатный; удачливый; хозяйственный
бобарокат,благодатный; удачливый; хозяйственный
ба-wазм,"выдержанный, одержанный, скромный; степенный, солидный"
ба-wазн,"выдержанный, одержанный, скромный; степенный, солидный"
ба-wафо,"верный, преданный"
ба-wух̌,в сознании
ба-wух̌,сознательный
ба-ух̌,в сознании
ба-ух̌,сознательный
ба-гандаги,"плохой, негодный, скверный"
ба-ганди,"плохой, негодный, скверный"
бад,"плохой, дурной; злой"
ба-даwлат,"богатый, зажиточный"
бадам,"сильный; в силах, в состоянии"
бадандех̌,"злонамеренный, враждебный"
бадахлоқ,дурного поведения; развратный
бадах̌хи,бадахшанский
бадбахт,"несчастный, несчастливый"
бадбахт,хитрый
бадбашар,"уродливый, безобразный; негодный; паршивый"
бадбу̊й,вонючий; зловонный
бадwоймā,"уродливый, безобразный"
бадгӣр,"строптивая, норовистая (о лошади)"
бадгиму̊н,"мнительный, подозрительный, недоверчивый"
бадгуму̊н,"мнительный, подозрительный, недоверчивый"
баддил,"зловредный, завистливый"
бад-зорδ,ревнивый; зловредный
баӡот,"неблагородный, низкого происхождения"
бад-лāфч,с некрасивыми губами
бадмиҷоз,"грубый, с плохим характером"
бадму̊милā,"грубый, невежливый"
бадмуу̊милā,"грубый, невежливый"
баднамо,некрасивый; отвратительный
баднāфц,"прожорливый, ненасытный; алчный"
баднафц,"прожорливый, ненасытный; алчный"
бадноз,кокетливый; капризный; привередливый; избалованный
бадну̊м,"имеющий дурную славу, опозоренный"
ба-дох̌т,"прочный, долговечный"
бадрāг,неблагородный
бадраг,неблагородный
бадрӯй,"с некрасивым лицом, некрасивый"
бадсифат,недоброкачественный; плохой
бадсохт,"некрасивый, уродливый"
бадсӯрат,"некрасивый, с некрасивым лицом"
бадтойифā,"неблагородный, неблагородного происхождения"
бадфêл,непослушный; плаксивый; капризный (о ребенке)
бадфêл,"норовистый, строптивый (о лошади)"
бадфаол,капризный; плаксивый
бадфуол,капризный; плаксивый
бадхашм,"гневный, озлобленный"
бадхати,черновой
бадхур,"отвратительный на вкус, тошнотворный"
бадху̊н,"слабый, неуспевающий (об учащемся)"
бадӡоw,"неудобный для жатвы (о посеве, противоп. хушȥоw)"
бадчах̌м,зловредный; злопамятный
бадшакли,"безобразный, уродливый, с некрасивой внешностью"
бадҷāл,"злобный, вспыльчивый"
базарб,сильный; энергичный
баздал,"запутанный, спутанный"
ба-зеб,"красивый, изящный, хороший (противоп. безеб)"
базӯр,принудительный
ба-айбат,"внушительный, солидный, впечатляющий"
ба-ебат,"внушительный, солидный, впечатляющий"
ба-йебат,"внушительный, солидный, впечатляющий"
ба-ибо,стыдливый; скромный [противоп. бе(й)ибо]
ба-йибо,стыдливый; скромный [противоп. бе(й)ибо]
байнулмилали,интернациональный
байнулмиллали,интернациональный
байналхалқи,международный
байнулхалқи,международный
бакал,"годовалая, молодая (о козе)"
бакор,"необходимый, нужный"
бакори,"необходимый, нужный"
балад,знакомый
баламуч,"упитанный, жирный (о молодом баране)"
баланд,высокий
баланд,громкий (о голосе)
билāнд,высокий
билāнд,громкий (о голосе)
биланд,высокий
биланд,громкий (о голосе)
баландпойā,"с высокими ножками, на высоких ножках (напр. о мебели)"
баланпойā,"с высокими ножками, на высоких ножках (напр. о мебели)"
баланд-пох̌нā,на высоких каблуках
билāнд-пох̌нā,на высоких каблуках
балан-қāд,"рослый, высокий, высокого роста"
балан-қад,"рослый, высокий, высокого роста"
баланд-қāд,"рослый, высокий, высокого роста"
баланд-қад,"рослый, высокий, высокого роста"
билāн-қāд,"рослый, высокий, высокого роста"
билāнд-қāд,"рослый, высокий, высокого роста"
балан-қу̊мат,"высокий, высокого роста"
баланд-қу̊мат,"высокий, высокого роста"
билāн-қу̊мат,"высокий, высокого роста"
билāнд-қу̊мат,"высокий, высокого роста"
бадҷалӯбат,"страшный, ужасный"
балаҷӯбат,"страшный, ужасный"
бало,"некрасивый, уродливый, страшный"
бало,хитрый; ловкий
бêақл,"неразумный, глупый"
бêақли,"неразумный, глупый"
биақл,"неразумный, глупый"
биақли,"неразумный, глупый"
бийāбу̊н,"такой, что водится, живет в пустыне; дикий"
бийāбу̊ни,"такой, что водится, живет в пустыне; дикий"
бийобу̊н,"такой, что водится, живет в пустыне; дикий"
бийобу̊ни,"такой, что водится, живет в пустыне; дикий"
бийих̌ти,райский; имеющий отношение к раю
бийих̌ти,"счастливый, удачливый, везучий"
бийӣх̌ти,райский; имеющий отношение к раю
бийӣх̌ти,"счастливый, удачливый, везучий"
бийорну̊нҷ,"вчерашний, вчерашнего дня"
бийорнӣнҷ,"вчерашний, вчерашнего дня"
бийорӣнҷ,"вчерашний, вчерашнего дня"
бикри,девственный
билӯл,золотистый; красновато-рыжий; гнедой (о масти лошади)
бинйоти,непоколебимый; прочный
бунйоди,непоколебимый; прочный
бунйоти,непоколебимый; прочный
бирзӣнин,бензиновый; испачканный в бензине
бирзӣнин,брезентовый
бирик,тонкий; узкий
борик,тонкий; узкий
борӣк,тонкий; узкий
бирикик,тоненький; узенький
борикик,тоненький; узенький
бирик-нêӡ,остроносый
биринҷин,рисовый
биринҷин,бронзовый; латунный
бародари,братский
биродари,братский
бирӯтдор,"имеющий усы, усатый, с усами"
бирӯтин,усатый
бирӡӣф,"с острыми выступами, остроконечный"
бирӡӣфак,"с острыми выступами, остроконечный"
риӡӣф,"с острыми выступами, остроконечный"
риӡӣфак,"с острыми выступами, остроконечный"
бисйор,"(*в изафетной конструкции*) многочисленный, обильный; значительный, существенный; много, достаточно много"
бистари,постельный
биӡӣх̌,"соленый, пересоленный"
биӡӣх̌ов,"солёный, пересоленный"
биӡӣɣ̌ӡак,плаксивый
биӡуғӡак,"вспыльчивый, обидчивый"
биӡуқ,торчащий; маячащий
биwӣн,"накрытый, покрытый; крытый, застланный"
биɣ̌ӣн,"накрытый, покрытый; крытый, застланный"
биҷӣзг,"горелый, подгорелый, жженый (о пище)"
биҷӣск,"горелый, подгорелый, жженый (о пище)"
бӣ,лучший; лучше
бӣдарди,"лучший; лучше, получше"
бӣди,"лучший; лучше, получше"
бӣдиди,"лучший; лучше, получше"
бӣно,зрячий
бӣнойи,"хороший; допустимый, приемлемый, подходящий"
бӣрӣн,нижний
бӣрненҷ,нижний
бӣрнинҷ,нижний
бӣрнӣнҷ,нижний
бобаги,дедовский; родовой; родной
бобиги,дедовский; родовой; родной
боди,ветряной; ветреный
боди,"чванливый, надменный; кокетливый; ветреный"
бодур,"сильный, богатырский, могучий"
бози-пару̊н,"взрослый, рослый"
бозори,"базарный, рыночный"
бозори,капризный; скандальный
бозоригари,"базарный, рыночный"
бозоригари,капризный; скандальный
болиғ,"взрослый; зрелого возраста, достигший зрелости"
боло-ху̊надор,"имеющий второй этаж, надстройку(о доме)"
балшаwӣки,большевистский
болшаwӣки,большевистский
бомӯси,"дородный; крепкий, упитанный; коренастый; большой"
бори,"груженый, с грузом; нагруженный, не с пустыми руками"
бору̊надах,дождливый; пасмурный
бору̊ндах,дождливый; пасмурный
босāwод,грамотный
босаwод,грамотный
ботил,"бесполезный, напрасный"
боқиму̊ндā,остальной; оставшийся
боҷадор,имеющий свояка
будалло,"способный; умелый, сноровистый, ловкий"
будало,"способный; умелый, сноровистый, ловкий"
буж-бужак,вялый; неловкий
буздил,"боязливый, трусливый"
бакул,взрослый; выросший
бикул,взрослый; выросший
букул,взрослый; выросший
булаwас,"непостоянный, ветреный"
булҳаwас,"непостоянный, ветреный"
билғуч,комкообразный; с комками
булғуч,комкообразный; с комками
бунā,"состоятельный, зажиточный, богатый"
бун-зийух̌ч,с засохшим корнем
бунху̊ндор,"зажиточный, состоятельный, имущий"
бунҷойаки,"местный, здешний; исконный, постоянный"
бунҷоки,"местный, здешний; исконный, постоянный"
бурах̌дор,"хорошо режущий, колющий (об инструментах)"
буриндā,режущий
буф,"слабый, немощный, обессилевший"
бухтоқ,"рослый, взрослый (иногда с пренебр. оттенком)"
буц-баладор,"семейный, имеющий семью, детей"
буцди,"меньший, поменьше (по размеру)"
буцди,"младший, маленький, меньший (по возрасту)"
бицди,"меньший, поменьше (по размеру)"
бицди,"младший, маленький, меньший (по возрасту)"
буцдор,"имеющий детей, семейный"
буцики,детский
бицики,детский
буцик,"маленький, малюсенький"
буцикик,"маленький, малюсенький"
бацик,"маленький, малюсенький"
бацикик,"маленький, малюсенький"
бицик,"маленький, малюсенький"
бицикик,"маленький, малюсенький"
буч-бу̊стин,из козлиной шкуры
биғуз,"стельная, жеребая (о животных); беременная (о женщине-пренебр., ср. дуҷон)"
буғуз,"стельная, жеребая (о животных); беременная (о женщине-пренебр., ср. дуҷон)"
буқ,"выпуклый, круглый, округлый"
буқ,крупный; большой
буқ,"невысокий, низкорослый, приземистый"
бақ,"выпуклый, круглый, округлый"
бақ,крупный; большой
бақ,"невысокий, низкорослый, приземистый"
бу́қаθ,выпуклый; бугристый
бу́қаθ,"низкорослый, приземистый"
буқи,"проклятый, окаянный (о животных)"
бӯқи,"проклятый, окаянный (о животных)"
буқ-ну̊л,с загнутым клювом
бақ-ну̊л,с загнутым клювом
буқā,"дородный, плотный, крепкого телосложения (о человеке)"
буқā,"огромный, большой (о животных)"
буққā,"дородный, плотный, крепкого телосложения (о человеке)"
буққā,"огромный, большой (о животных)"
бақā,"дородный, плотный, крепкого телосложения (о человеке)"
бақā,"огромный, большой (о животных)"
баққā,"дородный, плотный, крепкого телосложения (о человеке)"
баққā,"огромный, большой (о животных)"
бу̊йеҷ,"для благовония, используемый для курения благовония (о траве или масле)"
бу̊ндор,"бородатый, с бородой"
бу̊нин,бородатый
бу̊нин,взрослый
бу̊х̌,"сердитый, угрюмый"
бу̊х̌-δāδӣҷ,"скандальный, придирчивый"
бу̊х̌-зан,"придирчивый, скандальный"
бу̊қā,"дородный, полный; плотный, крепкого сложения"
бу̊қā-бу̊қā,взрослые
бу̊қā-бу̊қā,знаменитые
вазанд,"козлиный, козий"
вайени,военный; одетый в военную форму
вегану̊нҷ,вчерашний
веганӣнҷ,вчерашний
вегӣнҷ,вчерашний
векор,"свободный, незанятый"
векорā,"не занятый делом, праздный"
δêɣ̌ӡин,березовый
δêɣ̌ӡин,березовый
δêɣ̌ӡнин,березовый
вêɣ̌ӡнин,березовый
визнечанд,"козлиный, козий"
виноwҷин,не проявляющий желания; ленивый
абрех̌умин,шелковый
вирех̌умин,шелковый
вирух̌чин,"ломаный, разбитый"
вирах̌чин,"ломаный, разбитый"
вирих̌цин,"ломаный, разбитый"
вираwин,"бровастый, с бровями"
виру̊ɣ̌ин,"бровастый, с бровями"
вирх̌ин,"волосяной, сделанный из конского волоса, волос яка"
вӣн,"созревший, поспевший, зрелый, спелый"
виндӣҷ,завязывающий
вӣндӣҷ,завязывающий
вӣр,"урожайный, плодоносный"
вӣши,"лучший, высшего сорта"
возāкдор,"имеющий межу, с межой"
ворҷан,конский
ворҷанд,конский
вӯɣ̌ӡ,"длинный; продолговатый, удлиненный"
воɣ̌ӡ,"длинный; продолговатый, удлиненный"
вӯɣ̌ӡ-бӣц,длиннолицый
воɣ̌ӡ-бӣц,длиннолицый
вӯɣ̌ӡ-ранг,"продолговатый, удлиненный"
воɣ̌ӡ-рāнг,"продолговатый, удлиненный"
ву̊р,бурый; серый
wазӣр,"хитрый, ловкий"
wазӣфадор,обязанный
wазмдор,"имеющий вес, тяжелый, увесистый; весомый"
wазндор,"имеющий вес, тяжелый, увесистый; весомый"
wазмин,беременная
wазмин,"неудачный, неблагоприятный, тяжелый"
wазмин,"страшный, дьявольский, гнетущий, проклятый (напр., о местности)"
wазмин,"трудный, тяжелый, тяжкий"
wазмин,"тяжелый, увесистый, тяжеловесный"
wалад,"испорченный, разрушенный; грязный"
wалwалāн,"сверкающий, яркий, блестящий (напр., о бусах)"
wарам,"опухший, распухший, отекший; вздутый"
wарвāн,"кипящий, горячий"
wарвāнд,"кипящий, горячий"
wарван,"кипящий, горячий"
wарванд,"кипящий, горячий"
wарδāн,"толстый, жирный"
wатани,отечественный
wафодор,"верный, преданный"
wахwодор,"сырой, влажный"
wахwойин,"сырой, влажный; росистый"
wāда-δāδӣҷ,дающий обещание
wāзāн,"влажный, мокрый, сырой"
wазāн,"влажный, мокрый, сырой"
wāнин,"ивовый, тальниковый"
wāрганд,овечий
wāрг-бу̊стин,"овчинный, из овчины"
wāши,"дикий, неприрученный (о животных)"
wāши,дикорастущий
wāғӣҷ,"крикливый; злой на язык; злоязычный, грубый"
wāғӣҷ,плаксивый
wāқм,"скитающийся, бродячий"
wāқми,"скитающийся, бродячий"
wайру̊н,"испорченный, неисправный, поломанный"
wайру̊н,"неправильный, неверный; плохой"
wайру̊н,"разрушенный, развалившийся; разрозненный"
wеру̊н,"испорченный, неисправный, поломанный"
wеру̊н,"неправильный, неверный; плохой"
wеру̊н,"разрушенный, развалившийся; разрозненный"
wêх̌ч-патêwҷ,"заброшенный; безнадзорный, без присмотра; неухоженный, беспризорный"
wêх̌ч-питêwҷ,"заброшенный; безнадзорный, без присмотра; неухоженный, беспризорный"
wаδордор,"холмистый, имеющий холмы, с возвышенностью"
wиδордор,"холмистый, имеющий холмы, с возвышенностью"
wи-йа́н-ги,"(весь) остальной, прочий"
wи-йа́н-ги,"следующий, другой (напр., о дне)"
wи-йан-га,"(весь) остальной, прочий"
wи-йан-га,"следующий, другой (напр., о дне)"
wи-йан-гад,"(весь) остальной, прочий"
wи-йан-гад,"следующий, другой (напр., о дне)"
wийêшдор,"имеющий корень, с корнем"
wийêшдор,"имеющий поддержку, опору"
wийêшин,"с развитым корнем, с корневищем"
wийêшин,"сделанный из корня, из корневища"
гāрм,теплый; жаркий; горячий
гулнêх,"белолобый, с отметиной на лбу (о крупном рогатом скоте)"
гулнāх,"белолобый, с отметиной на лбу (о крупном рогатом скоте)"
гируснā,голодный
гуруснā,голодный
гух̌нā,голодный
гу̊л,немой (противоп. āх̌к)
гу̊л,"онемелый, затекший (о частях тела)"
гу̊л,"слабоумный, недоразвитый, глупый"
даркор,"нужный, необходимый"
дерӣнā,"старый, старинный, давнишний"
дугур,согнутый
дучахêр,растопыренный
дӯсик,"немногий, незначительный; в небольшом количестве"
дӯсикик,"немногий, незначительный; в небольшом количестве"
δинду̊ндор,"имеющий зуб(ы), с зубами"
θӣк,заика; косноязычный
зард,желтый (в заимств. сочетаниях)
зӣрд,желтый; бледный
зӣрд,светлый; рыжий (о цвете волос)
ибол,"убогий, бедный; несчастный; слабый; безропотный"
йибол,"убогий, бедный; несчастный; слабый; безропотный"
убол,"убогий, бедный; несчастный; слабый; безропотный"
иболаҷин,убогий; жалкий
иболҷин,убогий; жалкий
ӯболаҷин,убогий; жалкий
ӯболҷин,убогий; жалкий
ибтидойи,начальный
йибтидойи,начальный
ажғолдор,"семейный, многосемейный"
ижғолдор,"семейный, многосемейный"
илектирӣки,электрический
илӣктрики,электрический
иллабоз,хитрый
йиллабоз,хитрый
илагар,хитрый
иллагар,хитрый
йилагар,хитрый
йиллагар,хитрый
илми,научный
йилми,научный
алоwаги,"дополнительный, добавочный"
илоwаги,"дополнительный, добавочный"
импирāлӣсти,империалистический
инвалӣди,инвалидный
инвалӣти,инвалидный
иниспектури,инспекторский
инистирӯктури,инструкторский
инсофдор,"справедливый, честный, совестливый"
йинсофдор,"справедливый, честный, совестливый"
инсу̊ни,человеческий
интизу̊мдор,дисциплинированный; аккуратный
интирнацинāли,интернациональный
интихоби,выборный
инқилоби,революционный
инжинери,инженерский; инженерный
инҷинери,инженерский; инженерный
ислу̊мийа,"мусульманский, исламский"
истиқу̊мати,"жилой, жилищный"
ифлос,грязный
ифлос-рāнг,грязноватый
ихлосдор,"искренний, преданный"
ихтийори,добровольный
ихтисосдор,имеющий специальность
ишwагар,кокетливый
иштийодор,"имеющий аппетит, с аппетитом; в настроении, в ударе"
ишқдор,"страстный, увлекающийся"
ишқи,любовный
иқболдор,"счастливый, удачливый"
уқболдор,"счастливый, удачливый"
ижройā,исполнительный
иҷройā,исполнительный
йиҷройā,исполнительный
иштимойи,социальный
иҷтимойи,социальный
йӣзаθ,"грустный, унылый"
ӣз,"грустный, унылый"
ӣзаθ,"грустный, унылый"
йазгилу̊ми,язгулямский
йазгулу̊ми,язгулямский
йак-амwор,"однотипный, ровный"
йака-чӣн,"одинаковый, похожий (по внешности, по телосложению)"
йакwахтā,единовременный
йак-дамā,мгновенный; быстро проходящий
йак-дарā,"с одной дверью, имеющий одну дверь"
йак-дил,единодушный (чаще в заимствованных сочетаниях)
йак-δустāк,"однорукий, с одной рукой"
йака-хох̌,"однорогий, с одним рогом"
йакка-хох̌,"однорогий, с одним рогом"
йак-лар,"простой, простодушный; добродушный"
йак-масоф,"одинаковый, однотипный"
йак-моā,месячный; на (один) месяц
йак-мойā,месячный; на (один) месяц
йак-моҳā,месячный; на (один) месяц
йак-поδāк,одноногий
йак-раw,"упрямый; настойчивый, упорный"
йак-ранг,"одинаковый; одноцветный, одного цвета"
йак-салā,однолетний; годовалый
йак-солā,однолетний; годовалый
йак-сангā,толщиной в один камень
йак-сêхā,вязанный одним крючком (спицей)
йак-сунā,"ровный, одинаковый"
йак-су̊мā,рублевый
йак-тарафā,"односторонний, однобокий"
йак-тарвā,"односторонний, однобокий; кривой"
йакумӣн,"первоначальный, самый первый"
йак-чашмā,одноглазый
йак-ҷоги,"совместный, объединенный"
йак-ҷойаги,"совместный, объединенный"
йак-ҷойā,совместный; объединенный
йалог,"скудный, неплодородный, истощенный; без удобрения (о почве)"
анга,другой
анги,другой
йанга,другой
йанги,другой
йарадор,раненый
йароқдор,"вооруженный, с оружием"
йахдор,имеющий сестру
йāхку̊в,мороженый; ледяной
йāхов,"со льдом; ледяной, студеный (о жидкости)"
йахов,"со льдом; ледяной, студеный (о жидкости)"
йāх̌қдор,с выдающимися вперед зубами; клыкастый
йелбу̊н,охранитель летовья
йелбен,охранитель летовья
ет,"на воле, на свободе, освобожденный, выпущенный"
ет,"открытый, раскрытый"
йет,"на воле, на свободе, освобожденный, выпущенный"
йет,"открытый, раскрытый"
йетак,"выпущенный, освобожденный; отвязанный"
етаки,"освобожденный, выпущенный; отвязанный"
йета́к-аθ,"освобожденный, выпущенный; отвязанный"
йетаки,"освобожденный, выпущенный; отвязанный"
йеғир,"беспокойный, буйный; озорной"
еҷил,привыкший; прирученный
йеҷил,привыкший; прирученный
йи,"артикль неопределенности и единичности: какой-то, один (какой-то)"
йи́-рāн-га,"другой, иной, другого рода"
йи́-рāнг-га,"другой, иной, другого рода"
йи́-ран-ги,"другой, иной, другого рода"
йи́-ранг-ги,"другой, иной, другого рода"
йирс,"жадный, алчный"
йи́-сохт-га,"другого сорта, другого рода; иной"
йи́-сохт-ги,"другого сорта, другого рода; иной"
йи-хох̌ā,однорогий
йи-цемāк,одноглазый
йӣ́wҷаθ,"в одиночестве; одинокий, один-одинешенек, один"
йиɣ̌дрāнг,"слегка онемевший, затекший"
йобу,низкорослый (о лошади)
йоwā,"глупый, дурной"
йоwā,грубый
йолдор,"с гривой, имеющий гриву"
йордин,сделанный из кустарника барбариса
йоц-дӣδā,"со сверкающими глазами, горячий, бойкий; вспыльчивый"
йош,"молодой, юный"
йоғи,"дикий, необузданный, неприрученный (противоп. йухти, шӯраки)"
йухти,"ручной, прирученный (о птице противоп. йоғи, шӯраки)"
йуғӡдор,"бугристый, покрытый буграми (о дереве)"
йуғӡин,"бугристый, сучковатый"
йӯх̌-ми-ғарδев,"слезливый, плаксивый"
йӯх̌-пи-ғарδен,"слезливый, плаксивый"
йӯх̌к-ми-ғарδев,"слезливый, плаксивый"
йӯх̌к-пи-ғарδен,"слезливый, плаксивый"
йӯшдор,с наростами; ветвистый (о дереве)
йӯшин,с наростами; ветвистый (о дереве)
йӯɣ̌нин,"сделанный из ""йӯɣ̌н"""
кабӣр,"большой, великий"
кабӯт,"серый; серовато-голубой, сизый"
каwок,дуплистый; пустой; рыхлый
коwок,дуплистый; пустой; рыхлый
каwок-дил,бездарный; пустой; трусливый
кайак,обалделый; тупоумный
кал,"плешивый, лысый"
калагат,"пошатывающийся, шатающийся, качающийся"
калагу̊х̌,"постоянно упрекающий, изводящий упреками"
каландāри,календарный
калиндāри,календарный
калату̊н,"испорченный, вышедший из строя, неисправный"
калағу̊т,погруженный во что-л. (с головой)
каллағу̊т,погруженный во что-л. (с головой)
калбут,"обалдевший, оцепеневший, отупевший; изнемогший"
калкот,"слабый, дряхлый; утомленный"
калаwарам,"тупоголовый, бестолковый, глупый"
каллаwарам,"тупоголовый, бестолковый, глупый"
калтак,"сломанный, разломанный"
калтанак,"большой, большущий"
калтанак,взрослый; старший
калтуй,"стриженой, с подстриженными волосами"
калтӯй,"стриженой, с подстриженными волосами"
калу̊н-баст,"ответственный, старший, главный"
калу̊нсол,пожилой; престарелый
калу̊н-хел,"высокомерный, надменный; спесивый, чванный"
