cyrillic,meaning
а́-ло,"обращение родственников друг к другу, напр., сестры к брату"
алоw,"огонь, пламя; костер"
алоwā,"пламя, языки пламени"
алоwгāр,"кочегар, истопник"
алоw-зибидак,прыганье через огонь (в последнюю среду месяца сафара)
алоw-парак,прыганье через огонь (в последнюю среду месяца сафара)
алок,"гибель, погибель"
алокат,"гибель, погибель"
алоки,"туша архара, киика, засыпанного снежной лавиной (допускается к употреблению в пищу)"
алоли,"годный для убоя, для употребления в пищу скот, живность (противоп. ару̊ми)"
алочā,алча (пестрая или полосатая ткань)
алоқадор,"имеющий отношение, связь"
алоқадори,"наличие связей, отношений; связь"
алоқаманд,"имеющий отношение, связь; связанный"
алоқā,"связь; отношение, взаимоотношения"
алоқā,пара подков
алпинӣст,альпинист
алтой,помесь волка с собакой
алтой,"собака, похожая на волка"
алу̊мат,знак; примета
алғаw-бозор,"гвалт, суматоха, шум; беспорядки"
алғоw,супряга (рабочий скот разных хозяев в одной упряжке для совместной обработки земли)
алғоɣ̌дак,род коршуна
алғоwдак,род коршуна
ғилwоɣ̌дак,род коршуна
алɣ̌анҷол,слива
алқ,"горло; глотка, гортань"
алқанҷак,вид узла; способ завязывания
алқā,"петля; кольцо, круг; завиток"
амак,"дядюшка, дяденька (почтительное обращение младших к мужчине)"
амак,"дядя, брат отца (в сочетании с притяжательными местоимениями 1-го, 2-го и 3-го лица имеет в Шугнане стяженные формы)"
мак,"дядюшка, дяденька (почтительное обращение младших к мужчине)"
мак,"дядя, брат отца (в сочетании с притяжательными местоимениями 1-го, 2-го и 3-го лица имеет в Шугнане стяженные формы)"
амакйу̊н,"дядюшка, дяденька (почтительное обращение младших к мужчине)"
амакйу̊н,"дядя, брат отца (в сочетании с притяжательными местоимениями 1-го, 2-го и 3-го лица имеет в Шугнане стяженные формы)"
макйу̊н,"дядюшка, дяденька (почтительное обращение младших к мужчине)"
макйу̊н,"дядя, брат отца (в сочетании с притяжательными местоимениями 1-го, 2-го и 3-го лица имеет в Шугнане стяженные формы)"
амак-бачā,двоюродный брат; двоюродная сестра; двоюродные брат и сестра (по отцу)
амакӣ,дядя (брат или другой родственник отца)
макӣ,дядя (брат или другой родственник отца)
амал,"название месяца солнечного календаря, соответствующего марту"
амал,выкуп за невесту
амал,"занятие, деятельность; должность, чин"
амалдор,"должностное лицо, руководитель; чиновник"
амалдори,руководство; деятельность должностного лица
амалийот,деятельность; действие; поведение
амалпараст,"карьерист; человек, жаждущий власти"
амаро,"товарищ, приятель"
ама-ху̊мбаӡ,"месяц созревания всех плодов, овощей (об осенне-летнем периоде)"
амаҷӣ,"название птицы, похожей на скворца"
амаҷӣд,"название птицы, похожей на скворца"
амā,"тетка, тетя (сестра или другая родственница отца)"
амā,"тетушка, тетенька (почтительное обращение к женщине средних лет)"
аммā,"тетка, тетя (сестра или другая родственница отца)"
аммā,"тетушка, тетенька (почтительное обращение к женщине средних лет)"
амбар,название душистой травы
амбах̌ц,"древовидный можжевельник, арча (Juniperus sp.)"
анбах̌ц,"древовидный можжевельник, арча (Juniperus sp.)"
амбêх̌ц,"древовидный можжевельник, арча (Juniperus sp.)"
амбех̌ц,"древовидный можжевельник, арча (Juniperus sp.)"
амбор,зерно или мука (в закромах)
амбордор,"владелец запасов зерна, муки"
амбори,запасы муки или зерна (на весь год)
амбур,"щипцы, клещи"
анбур,"щипцы, клещи"
амбу̊н,"амбон (единица измерения земли, равная площади, на которой может быть высеян амбон зерна)"
амбу̊н,"амбон (старая мера веса для зерна, муки и др., около 80 кг)"
анбу̊н,"амбон (единица измерения земли, равная площади, на которой может быть высеян амбон зерна)"
анбу̊н,"амбон (старая мера веса для зерна, муки и др., около 80 кг)"
амwатан,"соотечественник, земляк"
амгап,собеседник
амдард,товарищ по несчастью
амдард,"тот, кто соболезнует, сочувствует"
амдарди,соболезнование; сочувствие
амдарс,"соученик, товарищ по учебе"
амдил,"одного мнения, общих взглядов"
амдӣн,единоверец
амдӣн,и. с. м. Амдӣн
амдод,"помощь, подмога"
амдодгāр,"помощник; тот, кто оказывает поддержку"
амеδ,"надежда, упование"
амех̌а-пати,"игрок в поло (не входит ни в одну из команд, пасует шайбу всегда в одном направлении)"
амех̌а-патти,"игрок в поло (не входит ни в одну из команд, пасует шайбу всегда в одном направлении)"
амийат,"значение, важность"
āмийат,"значение, важность"
амӣр,"компонент имени собств. муж., напр. Амӣрбек, Амӣршо"
амӣр,эмир
амкасп,"коллега, товарищ по профессии"
амкор,"коллега, товарищ по работе, сослуживец"
амкори,"сотрудничество, совместная работа"
амла-δāδӣҷ,"пловец (делающий широкие взмахи, гребки)"
амлā-δāδӣҷ,"пловец (делающий широкие взмахи, гребки)"
амлазан,"пловец (делающий широкие взмахи, гребки)"
амлā,"взмах, взмахи; гребок; движения рук и ног (пловца)"
амлā,"нападение; натиск, атака"
амлā,"темп, темпы"
амнах̌ӣн,соратник; товарищ; единомышленник
амних̌ӣн,соратник; товарищ; единомышленник
амнум,тезка
амо,орел-бородач
амоwози,"согласие, солидарность; согласованность"
амойӣл,"перевязь; портупея; ремень или платок через плечо (для ружья, сабли, дорожных припасов и т. п.)"
амол,"сверстник, ровесник"
аморат,"здание, строение"
аморат,наряд; украшение
иморат,"здание, строение"
иморат,наряд; украшение
аморат-ху̊нā,дворец
иморат-ху̊нā,дворец
амоч,"клецки (мелкие, шарообразные); похлебка с клецками"
амочеҷ,мука для приготовления мелких клецок
амоҷак,"эфедра, кузьмичева трава, хвойник (Ephedra; идет на топливо; зола используется для изготовления жевательного табака)"
ампӣрā,"люди, почитающие одного и того же пира (исмаилитского наставника)"
амрадӣф,"сверстник, ровесник"
а́мри,"приказ, повеление; приказание; распоряжение"
амро,"друг; сослуживец, товарищ по работе, по (какому-л.) занятию"
амро,"попутчик, спутник"
амрогу̊н,"друг; сослуживец, товарищ по работе, по (какому-л.) занятию"
амрогу̊н,"попутчик, спутник"
амройен,"друг; сослуживец, товарищ по работе, по (какому-л.) занятию"
амройен,"попутчик, спутник"
амроз,"наперсник, близкий, интимный друг"
амсабақ,"соученик, товарищ по учебе"
амсаф,соратник
амсин,"сверстник, ровесник"
амсинд,"сверстник, ровесник"
амсинф,одноклассник
амсойаги,соседство; добрососедские отношения
амсойадор,"тот, кто имеет соседей"
амсойā,сосед
ҳамсойā,сосед
амсойагу̊н,сосед
амсойайен,сосед
амсол,"сверстник, ровесник"
амсу̊бат,собеседник
амсӯбат,собеседник
амтабақ,сотрапезник; приятель
амтабāқ,сотрапезник; приятель
амӯδ,плодородная почва; перегной
аму̊м,баня
амму̊м,баня
аму̊мчи,банщик
амму̊мчи,банщик
аму̊н,мир; безопасность; спокойствие
аму̊нат,"заем, ссуда; долг"
аму̊нати,"заем, ссуда; долг"
аму̊ни,"спокойствие; мир, мирное время"
амшӣрā,сестра
ангахцӣҷ,заика
ингахцӣҷ,заика
йингахцӣҷ,заика
ангилӣс,англичанин
ангирез,Англия
ангирез,англичанин
ангирези,английский
ангих̌т,палец
ингах̌т,палец
йингах̌т,палец
ангих̌так,пальчик
ингах̌так,пальчик
ангих̌т-му̊к,наперсток
ингах̌т-му̊г,наперсток
ингах̌т-мӯг,наперсток
ангих̌т-ру̊н,"вторая обмазка стен (глиной, смешанной с мелкой соломой)"
ангих̌т-ру̊ни,"вторая обмазка стен (глиной, смешанной с мелкой соломой)"
ангих̌т-рӯн,"вторая обмазка стен (глиной, смешанной с мелкой соломой)"
ангих̌т-рӯни,"вторая обмазка стен (глиной, смешанной с мелкой соломой)"
ингах̌т-ру̊н,"вторая обмазка стен (глиной, смешанной с мелкой соломой)"
ингах̌т-ру̊ни,"вторая обмазка стен (глиной, смешанной с мелкой соломой)"
ангишт,каменный уголь
ангӯрδ,виноград (плоды); кисть винограда
ангӯрδ,"виноградная лоза; виноградный куст, виноград (растение)"
ангӯрδдор,владелец винограда
ангӯрδзор,виноградник
ангу̊хӣҷ,"тот, кто запутывает, путаник"
ингу̊хӣҷ,"тот, кто запутывает, путаник"
андалӣб,"имя собств. муж. Андалӣб, Андалеб; сокр. Далӣб, Далеб"
андалӣб,соловей; черный дрозд
андалеб,"имя собств. муж. Андалӣб, Андалеб; сокр. Далӣб, Далеб"
андалеб,соловей; черный дрозд
андех̌ā,"мысль; размышление, раздумье"
андех̌ā,"опасение, тревога; страх, боязнь"
андиwол,"приятель, друг, товарищ"
андиwолен,"приятель, друг, товарищ"
андиwолгу̊н,"приятель, друг, товарищ"
андӣдак,вставание
индӣдак,вставание
андовā,"штукатурка, обмазка из глины (с мелкой соломой)"
андоз,налог; подать
андозайеҷ,"материал, кожа для изготовления сапог"
андозā,мера; предел
андозā,"мерка, выкройка (чаще для сапог ""пêх"")"
андоз,мера; предел
андоз,"мерка, выкройка (чаще для сапог ""пêх"")"
анду̊м,"кусок, часть разделанной туши"
анду̊м,"тело, туловище; стан; орган, член тела"
инду̊м,"кусок, часть разделанной туши"
инду̊м,"тело, туловище; стан; орган, член тела"
анор,гранат (кустарник и его плоды)
анор,"имя собств. жен. или его компонент, напр. Анор, Анорсилту̊н, Анорбегим; уменьш. Нор, Норик"
анорзор,гранатовая роща
ансā́мбул,ансамбль (музыкальный)
асāнбул,ансамбль (музыкальный)
асāмбул,ансамбль (музыкальный)
анцāвиӡ,шитье
инцāвиӡ,шитье
анцāвӣҷ,"швец, портной; швея, портниха"
инцāвӣҷ,"швец, портной; швея, портниха"
йинцāвӣҷ,"швец, портной; швея, портниха"
анӡем,"годовалая овечка, ярка"
анӡемак,"годовалая овечка, ярка"
инӡем,"годовалая овечка, ярка"
инӡемак,"годовалая овечка, ярка"
анӡӣц,"глиняный сосуд, кувшин для хранения орехов, сушеных абрикосов (его закапывают в каком-либо уголке дома)"
анӡу̊м,годовалый барашек
анӡу̊мак,годовалый барашек
анӡу̊мӣҷ,годовалый барашек
инӡу̊мӣҷ,годовалый барашек
анҷāн,"тальниковая петля, прикрепляемая к рукоятке лопаты (для работы вдвоем; один из работающих держит лопату за рукоятку, другой тянет за петлю)"
инҷāн,"тальниковая петля, прикрепляемая к рукоятке лопаты (для работы вдвоем; один из работающих держит лопату за рукоятку, другой тянет за петлю)"
анҷӣвд,"ряд, полоса, борозда (выделяемые каждому жнецу во время жатвы)"
анчӣр,имя собств. жен. Анчӣр
анчӣр,"инжир, смоква, винная ягода"
анчӣрзор,роща смоковниц
апарāт,аппарат; фотоаппарат
апрел,апрель
аптек,аптека
араб,араб
араб-шанос,арабист
араб-шинос,арабист
арайи,трехдневие (гулянье на третий день после прихода на летовье)
арāйи,трехдневие (гулянье на третий день после прихода на летовье)
арай-торā,мелкие бусы в три нити
арāй-торā,мелкие бусы в три нити
аракат,"движение, действие"
аракат,"сила, мощь"
арам,гарем; запретное место
а́р-а́р,пирамидальный тополь
а́р-а́р,крик осла
арасот,снегопад; проливной дождь (об интенсивном выпадении осадков)
арақ-ароқи,испарина; потливость
арақ-қароқи,испарина; потливость
арāқ,"пот, испарина"
арāқ,водка
арбоб,"помощник сельского старосты, арбоб"
арбоб-арбобак,название детской игры
арwо,"дух предков, душа умершего"
арwо,"память об умершем, память о предках"
арwогу̊н,"дух предков, душа умершего"
арwогу̊н,"память об умершем, память о предках"
арwойен,"дух предков, душа умершего"
арwойен,"память об умершем, память о предках"
арwогӣрак,небольшой подарок родственнику (в память о душах предков)
аргаwул,железная деталь недоуздка
арδāн,"главная борозда (орошаемой земли), канавка"
арδêwҷ,кора древесных ветвей
арδêwҷак,кора древесных ветвей
арδиwêг,"куча хвороста, куча дров"
арδӣн,марена (Rubia tinctorum) (корень идет на окраску шерстяных ниток)
арδу̊н,очаг; печь
арδу̊нак,очажок
арδу̊н-кабоб,жаркое (которое печется на стенах очага)
арδу̊н-х̌ед,"облупившаяся глина, отстающая от стен очага"
арδӯнҷак,"красноватая сыпь, потница"
арδӯнҷак,мельничный ковш (из которого зерно высыпается на жернов)
арδӯнҷ,мельничный ковш (из которого зерно высыпается на жернов)
арθӣм,снежная пыль (появляющаяся перед снежным обвалом)
арз,"заявление, жалобы"
арзах̌,"способность, умение; достоинство"
арзих̌,"способность, умение; достоинство"
арзу̊ни,"дешевизна, доступность"
арзу̊ни,изобилие
арӣжм,сажа
арӣзм,сажа
арӣзā,заявление; жалоба (письменная)
арӣза-δêд,"подача заявлений, жалоб"
арӣр,имя собств. жен. Арӣр
арӣр,легкая шелковая ткань
арйағ,"тальниковая завязка, соединяющая ярмо с дышлом плуга"
арйағеҷ,"тальниковый прут для завязки ""арйағ"""
арк,"арк, за́мок; башня"
армани,армянин
арму̊н,желание; объект стремления; мечта
армон,желание; объект стремления; мечта
а-ро,"препозитивное и постпозитивное обращение к равному: брат, а браток!; (эй) друг (подруга)!; (ну-ка) приятель!; (эй) товарищ!"
а-родāр,"препозитивное и постпозитивное обращение к равному: брат, а браток!; (эй) друг (подруга)!; (ну-ка) приятель!; (эй) товарищ!"
аробадор,возчик; владелец арбы
ароба-ках̌,"арбакеш, возчик"
аробā,"арба, телега"
а́-рое́,"эмоционально-экспрессивное обращение к равному: эй, ты (вы), (слушай!) эй, ты, друг!"
а́-ройе́,"эмоционально-экспрессивное обращение к равному: эй, ты (вы), (слушай!) эй, ты, друг!"
а́-роде́,"эмоционально-экспрессивное обращение к равному: эй, ты (вы), (слушай!) эй, ты, друг!"
а-родāре,"эмоционально-экспрессивное обращение к равному: эй, ты (вы), (слушай!) эй, ты, друг!"
аррабиц,"пилка, маленькая пила"
аррадор,пильщик; владелец пилы
арра-δāδӣҷ,пильщик
арра-ках̌,пильщик
аррас,"крик, рев осла"
арраст,"крик, рев осла"
арра-тāжӣҷ,пильщик
аррā,пила
арā,пила
артел,артель
артӣст,артист; артистка
артӣсти,"артистическая деятельность; труд, работа артиста"
артӣ́стка,артистка
ару̊манд,"мертвечина, падаль, дохлятина"
ару̊ми,"не годное в пищу, нечистое (противоп. алоли)"
ару̊мкори,"испорченная работа, брак"
ару̊м-рӯзи,"случайно найденная вещь, даром доставшаяся вещь; чужое добро"
ару̊м-рӯзи,"счастливец, счастливчик"
ару̊м-рӯзиги,"проживание на чужой счет, тунеядство"
ару̊мхур,"живущий за чужой счет, тунеядец"
ару̊мхури,тунеядство
ару̊мхури,употребление поганой пищи
арф,алфавит
арф,"буква, буквенный знак"
арӯф,алфавит
арӯф,"буква, буквенный знак"
урӯф,алфавит
урӯф,"буква, буквенный знак"
архийо́лог,археолог
архийо́лог,археология
архийалог,археолог
архийалог,археология
архийоло́гийа,археология
архийало́гийа,археология
архите́ктур,архитектор
архӣв,архив
арш,"поднебесье, высь"
арғанҷор,"плод этого дерева, напоминающий сливу"
арғанҷор,плодовое дерево из породы сливовых
арғунд,"баран (овца) ""арғунд"" (помесь курдючного барана и местной овцы)"
арқā,верхняя часть спины
асаwул,распорядитель на свадьбе
йасаwул,распорядитель на свадьбе
асаwули,обязанности распорядителя на свадьбе
йасаwули,обязанности распорядителя на свадьбе
асал,"имя собств. жен. или компонент муж. и жен. имени, напр., ж. Асал, Асалбегим; м. Асалбек"
асал,мед
асал-цивӣнц,пчела
асбоб,"инструмент, орудие; инвентарь"
асбоб,"седло, сбруя"
ас-wи-сāри,"перед рассветом, на рассвете, затемно"
ас-wи-сару̊ни,"перед рассветом, на рассвете, затемно"
асгар,"воин, солдат, боец"
аскар,"воин, солдат, боец"
асгари,военная служба
аскари,военная служба
асгӣр,крайний бык в упряжке (во время молотьбы)
асӣд,"этот год, нынешний год, текущий год"
к-асӣд,"этот год, нынешний год, текущий год"
асӣ,"этот год, нынешний год, текущий год"
асӣδ,"этот год, нынешний год, текущий год"
к-асӣδ,"этот год, нынешний год, текущий год"
асӣдӣнҷ,"этого года, относящийся к этому году"
асӣднӣнҷ,"этого года, относящийся к этому году"
асӣдну̊нҷ,"этого года, относящийся к этому году"
к-асӣднӣнҷ,"этого года, относящийся к этому году"
к-асӣдӣнҷ,"этого года, относящийся к этому году"
к-асӣдну̊нҷ,"этого года, относящийся к этому году"
асӣдинҷ,"этого года, относящийся к этому году"
асӣδнӣнҷ,"этого года, относящийся к этому году"
асӣδӣнҷ,"этого года, относящийся к этому году"
к-асӣδну̊нҷ,"этого года, относящийся к этому году"
к-асӣδу̊нҷ,"этого года, относящийся к этому году"
асӣр,пленник
йасӣр,пленник
аслийā,оружие; вооружение
аслиҳā,оружие; вооружение
аслиā,оружие; вооружение
асли-марҷу̊н,красные бусы из настоящего коралла
асно,"время, момент"
асоб,арифметика
асоб,"счет, вычисление"
исоб,арифметика
исоб,"счет, вычисление"
йисоб,арифметика
йисоб,"счет, вычисление"
асос,"основа, основание, фундамент"
асос,"причина, основание, обоснование"
асп,лошадь; конь
асри,век
аср,век
асри,вечерние сумерки
аср,вечерние сумерки
ас-сар,"снова, сначала, опять, повторно, еще раз"
а-сар-аθ,"снова, сначала, опять, повторно, еще раз"
