cyrillic,meaning
ху̊баθ,"возвр.: *сам*, *сама*, *само*, *сами*"
ху̊ба,"возвр.: *сам*, *сама*, *само*, *сами*"
хӯ,вариант местоимения ху 1 (см.) при стяжении
ца́ди,"что?, что именно?"
ца́даθ,"что?, что именно?"
ца́-рāнг,"вопр.: какой?, что за?"
ца́-ранг,"вопр.: какой?, что за?"
ца-рāнгин,"какой?, каков?, что за?"
ца-рангин,"какой?, каков?, что за?"
цу̊нд,несколько
цу̊нд,"сколько, как (много), на сколько"
цу̊н,несколько
цу̊н,"сколько, как (много), на сколько"
чанд,несколько
чанд,сколько
чандӣн,"сколько-то, сколько, несколько; много"
чāй,кто (по имени)?; как? (об имени)
чāй,прямая форма вопросительного и относительного местоимения; кто? (о людях)
чāй,"этот, тот, как его, то бишь"
чи,"косвенная форма к прямой форме вопросительного местоимения ЧĀЙ кто (см.), употребляемая в различных косвенных позициях"
чӣ,"косвенная форма к прямой форме вопросительного местоимения ЧĀЙ кто (см.), употребляемая в различных косвенных позициях"
чê,"косвенная форма к прямой форме вопросительного местоимения ЧĀЙ кто (см.), употребляемая в различных косвенных позициях"
чê-т,"косвенная форма к прямой форме вопросительного местоимения ЧĀЙ кто (см.), употребляемая в различных косвенных позициях"
чи-ат,"косвенная форма к прямой форме вопросительного местоимения ЧĀЙ кто (см.), употребляемая в различных косвенных позициях"
чигӯнā,какой?; что за?
чиду̊м,какой; который
чиду̊м,кто-либо; кто-нибудь; какой-нибудь
чӣз,"зачем?; к чему?, почему?; что?"
чӣз,"какой?, что за?"
чӣз,кто?
чӣз,что
чӣ,"зачем?; к чему?, почему?; что?"
чӣ,"какой?, что за?"
чӣ,кто?
чӣ,что
чӣзак,"что?, что-что?; как?"
чӣзик,какой?
чӣзик,что?; что же?
чӣзин,"какой?, какого рода?"
чӣзо,"все; все, что угодно"
чӣр,почему?; зачем?
чунӣн,так; по-всякому
к-ам,"употребляется адъективно: этот, эта, это"
к-ам,"употребляется субстантивно: этот, эта, это; он(а), оно"
ик-ам,"употребляется адъективно: этот, эта, это"
ик-ам,"употребляется субстантивно: этот, эта, это; он(а), оно"
йамик,"употребляется адъективно: этот, эта, это"
йамик,"употребляется субстантивно: этот, эта, это; он(а), оно"
ик-амик,"употребляется адъективно: этот, эта, это"
ик-амик,"употребляется субстантивно: этот, эта, это; он(а), оно"
к-амик,"употребляется адъективно: этот, эта, это"
к-амик,"употребляется субстантивно: этот, эта, это; он(а), оно"
йамик,уменьш. ласк. к йам
к-ā,"прямая форма указательно-личного местоимения ж. дальн. ст., употребляется адъективно: та, тот"
к-ā,"прямая форма указательно-личного местоимения ж. дальн. ст., употребляется субстантивно: она; та"
йик-ā,"прямая форма указательно-личного местоимения ж. дальн. ст., употребляется адъективно: та, тот"
йик-ā,"прямая форма указательно-личного местоимения ж. дальн. ст., употребляется субстантивно: она; та"
йикк-ā,"прямая форма указательно-личного местоимения ж. дальн. ст., употребляется адъективно: та, тот"
йикк-ā,"прямая форма указательно-личного местоимения ж. дальн. ст., употребляется субстантивно: она; та"
ик-ид,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: (э)тот, (э)та, (э)то"
ик-ид,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)"
ик-ид,"прямая форма указательно-личного местоимения средн. ст., употребляется субстантивно: (э)то, (э)тот, (э)та; он, она, оно"
икк-ид,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: (э)тот, (э)та, (э)то"
икк-ид,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)"
икк-ид,"прямая форма указательно-личного местоимения средн. ст., употребляется субстантивно: (э)то, (э)тот, (э)та; он, она, оно"
идик,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: (э)тот, (э)та, (э)то"
идик,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)"
идик,"прямая форма указательно-личного местоимения средн. ст., употребляется субстантивно: (э)то, (э)тот, (э)та; он, она, оно"
йидик,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: (э)тот, (э)та, (э)то"
йидик,"прямая форма указательно-личного местоимения средн. ст., употребляется адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)"
йидик,"прямая форма указательно-личного местоимения средн. ст., употребляется субстантивно: (э)то, (э)тот, (э)та; он, она, оно"
йӣwик,в значении субстантивного местоимения при противопоставлении (один – другой)
йӣwиик-аθ,в значении субстантивного местоимения при противопоставлении (один – другой)
к-у,"прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется адъективно: тот (та, то)"
к-у,прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
к-у,прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется субстантивно: то(т); он
ик-у,"прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется адъективно: тот (та, то)"
ик-у,прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
ик-у,прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется субстантивно: то(т); он
икк-у,"прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется адъективно: тот (та, то)"
икк-у,прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
икк-у,прямая форма указательно-личного местоимения дальн. ст. м. р.; употребляется субстантивно: то(т); он
к-а-редри,"при субстантивации имеет значение адресата действия: тем, тому, что там (внизу, внутри)"
а-редрид,"при субстантивации имеет значение адресата действия: тем, тому, что там (внизу, внутри)"
к-а-редрид,"при субстантивации имеет значение адресата действия: тем, тому, что там (внизу, внутри)"
а-ранғāҷ,какой (бы) ни
ар-ранғāҷ,какой (бы) ни
а-ранғāҷ-аθ,какой (бы) ни
ар-ранғāҷ-аθ,какой (бы) ни
кāҷуо,"куда?, в каком направлении?"
кāҷуҳо,"куда?, в каком направлении?"
кāҷао,"куда?, в каком направлении?"
кāҷаҳо,"куда?, в каком направлении?"
мāδен,прямая форма указательного местоимения мн. ч. ближн. ст.; употребляется адъективно в значении указательного местоимения: эти
мāδен,прямая форма указательного местоимения мн. ч. ближн. ст.; употребляется адъективно в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
мāδен,"прямая форма указательного местоимения мн. ч. ближн. ст.; употребляется субстантивно в значении личного местоимения: они, эти"
мāшен,"мест. 1-го л. мн. ч., употребляется адъективно, в притяжательной функции: наш"
мāшен,"мест. 1-го л. мн. ч., употребляется субстантивно в косвенных функциях (часто с предлогами и послелогами): нам, нас и т.п."
мāшен,"мест. 1-го л. мн. ч., употребляется субстантивно в функции подлежащего: мы"
машен,"мест. 1-го л. мн. ч., употребляется адъективно, в притяжательной функции: наш"
машен,"мест. 1-го л. мн. ч., употребляется субстантивно в косвенных функциях (часто с предлогами и послелогами): нам, нас и т.п."
машен,"мест. 1-го л. мн. ч., употребляется субстантивно в функции подлежащего: мы"
мевен,"косв. форма указ. мест. мн. ч. ближн. ст. к прямой мāδ употребляется адъективно в собственно указательном значении: этих, этим, этими, (у) этих и т.п."
мевен,"косв. форма указ. мест. мн. ч. ближн. ст. к прямой мāδ употребляется субстантивно в знач. личн. мест.: их, им, ими, (у) них и т.п."
мефен,"косв. форма указ. мест. мн. ч. ближн. ст. к прямой мāδ употребляется адъективно в собственно указательном значении: этих, этим, этими, (у) этих и т.п."
мефен,"косв. форма указ. мест. мн. ч. ближн. ст. к прямой мāδ употребляется субстантивно в знач. личн. мест.: их, им, ими, (у) них и т.п."
wāδен,адъективно в знач. указ. мест.: те
wāδен,в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
wāδен,"прямая форма указ. мест. дальн. ст. мн. ч.; употребляется субстантивно в знач. личн. мест.: они, те"
wевен,адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
wевен,"адъективно: в собственно указательном значении: тех, тем, теми, (у) тех и т. п."
wевен,в знач. притяж. мест.: их
wевен,"косв. форма мн. ч. указ. мест. дальн. ст. к прямой форме wāδ (см.); употребляется субстантивно в знач. личн. мест.: их, им, ими, (у) них и т. п.; вторичн. мн. wевен; формы вторичн. множественного имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т. п."
ди,"косв. форма указательно-личного местоимения м. р. средн. ст. удаления к прямой форме йид, употребляется адъективно в собственно указательном значении: (э)того (эту, ту)"
ди,"косв. форма указательно-личного местоимения м. р. средн. ст. удаления к прямой форме йид, употребляется субстантивно в значении личного местоимения: его (ее); также в значении (э)того, (э)то"
ди,"косв. форма указательно-личного местоимения м. р. средн. ст. удаления к прямой форме йид, употребляется субстантивно в значении притяжательного местоимения: его; (ее)"
ача,"местоимение (с последующим отрицанием): вовсе, совсем; никак, никогда, ничто, ничего"
тамайен,"личное мест. 2-го л. мн. ч., употребляется в косвенных функциях с предлогами и послелогами: вам, вас и т. п."
тамайен,"личное мест. 2-го л. мн. ч., употребляется в притяжательной функции при имени в прямой и косвенной позиции"
тамайен,"личное мест. 2-го л. мн. ч., употребляется в функции подлежащего: вы, Вы"
ту-рд,тебе
ту-нд,у тебя; твой
тӯ-нд,у тебя; твой
ту-нд ту,твой; у тебя (букв. у тебя твой)
па́думирд,"при субстантивации имеет значение адресата действия: тем, тому, что там (наверху)"
девен,адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
девен,"адъективно: в собственно указательном значении: тех, тем, теми, (у) тех и т. п."
девен,"вторичное мн. девен; формы вторичного множественного имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т. п."
девен,"косв. форма указательно-личного местоимения мн. ч. средн. ст. удаления к прямой форме дāδ, употребляется 1. субстантивно: в значении личного местоимения: их, им, ими, (у) них и т. п."
девен,субстантивно в значении притяжательного местоимения: их
дефен,адъективно: в ослабленном указательном значении в роли определенного артикля (всегда без частицы ик-)
дефен,"адъективно: в собственно указательном значении: тех, тем, теми, (у) тех и т. п."
дефен,"вторичное мн. девен; формы вторичного множественного имеют значения: таких, такого рода, тех и прочих, подобных, остальных и т. п."
дефен,"косв. форма указательно-личного местоимения мн. ч. средн. ст. удаления к прямой форме дāδ, употребляется 1. субстантивно: в значении личного местоимения: их, им, ими, (у) них и т. п."
дефен,субстантивно в значении притяжательного местоимения: их
ик-дис,"такой, таков"
ач,"сколько-нибудь, несколько, кое-что"
ар-гу̊н,"как только, коль скоро"
ар-рāнг,"всякого рода, всевозможный, какой бы ни..."
ар-тāн,"всякий, каждый, кто бы ни..."
аред,"здесь, сюда; там (внизу), туда (вниз) (о предметах среднего удаления)"
аргиз,(с последующим отрицанием) никогда
ару̊д,"здесь (внизу), сюда (вниз)"
бāзи,"некоторые, несколько"
ца,что? как?
чиду̊м,"какой, который"
чӣр,что?
чӣз,что? почему?
цу̊нд,сколько
дāδ,"они, эти, те (мн. к местоимению yid)"
фукаθ,"весь, все, всё"
фук,"весь, все, всё"
кā,куда? где?
кāд,куда? где?
мāш,мы
тама,вы
таму̊м,"весь, вся, все"
ту,ты
wуз,я
хоθ,"себя, себя самого, именно себя"
ху,"сам, себя, свой"
худ,"само-, сам"
худи,"свой, сам"
йам,"этот, эта; он, она (указательное местоимение для близких предметов)"
йи-ца,"(с последующ. отрицанием) ничто, ничего"
йи-ца,"что-нибудь, что-то"
йи-чāй,"(с отрицанием) никто, никого"
