cyrillic,meaning
х̌ӣҷхел,"глупый, тупой"
цавӣнцхел,оса
цивӣнцхел,оса
цавӣнцхел,пчела
цивӣнцхел,пчела
цавӣнцхел,"зловредный, вредный, ядовитый"
цивӣнцхел,"зловредный, вредный, ядовитый"
цицухел,улар
чибакхел,уменьш. ласк. к чиб ложечка
чӣдхел,дом; двор
чорêрӡ,"муж, супруг"
чорикêрӡ,"муж, супруг"
чорикêрӡ,"мужчина, человек"
шагêрӡ,"теленок, телка"
шӣгхел,"теленок, телка"
ғāцгала,девушка; девочка
ғāцгалла,девушка; девочка
ғāцхел,девушка; девочка
ғāцгала,"дочь, дочка"
ғāцгалла,"дочь, дочка"
ғāцхел,"дочь, дочка"
ғāцгала,любовница
ғāцгалла,любовница
ғāцхел,любовница
ɣ̌āжхел,"альпийская галка, клушица"
ɣ̌āҷхел,"альпийская галка, клушица"
жāɣ̌хел,"альпийская галка, клушица"
ɣ̌инêрӡ,жена
қандхел,сахар
қолӣнхел,ковер
ҷойо,"место, определенное пространство"
ҷойҳо,"место, определенное пространство"
ҷойо,"место, край, область, местность"
ҷойҳо,"место, край, область, местность"
ҷойо,"местонахождение, местожительство"
ҷойҳо,"местонахождение, местожительство"
ох̌нохел,"друг, приятель; товарищ"
ох̌нохел,фамильярное обращение мужа к жене
ох̌нохел,любовница
азоро,тысяча
азорҳо,тысяча
мет,нате! вот!
нолао́,"сетование, жалобы, стенания, стоны"
нолаҳо́,"сетование, жалобы, стенания, стоны"
виродāр,брат
вродāр,брат
а-родāр,звательная сокращенная форма от virṓd брат
