cyrillic,meaning
тê,"идти, ехать"
вāр,"приносить, привозить, приводить"
ва,"приносить, привозить, приводить"
хāр,есть
ха,есть
йад,"прибывать, приходить, приезжать"
йа,"прибывать, приходить, приезжать"
зêз,"брать, получать"
зêз,"усвоить, выучить"
зи,"брать, получать"
зи,"усвоить, выучить"
зида,подметать
зидāр,подметать
жӣwҷ ки,"полюбить; хотеть, стремиться"
δāδ,"давать; ударять (по чему-либо); бросать; помещать; работать при помощи чего-либо, при водить в движение (об орудиях)"
δа,"давать; ударять (по чему-либо); бросать; помещать; работать при помощи чего-либо, при водить в движение (об орудиях)"
δā,"давать; ударять (по чему-либо); бросать; помещать; работать при помощи чего-либо, при водить в движение (об орудиях)"
