wordform,tagged
xu,xu<pro>
gāp-ti,gāp<n><sup>
ca,ca<cnj>
kini,kin<v><prs><2sg>
zindagi-ta,zindagi<n><irr>
kini,kin<v><prs><2sg>
ammo,ammo<cnj>
yu,yu<dem>
qonūn,qonūn<n>
oxůn,oxůn<n>
xu,xu<pro>
safedčīd,safed<v><do><inf>
ǰāt-i,ǰāt<post><3sg>
vo,vo<prt>
as,as<prep>
yeso,yeso<nprop>
pex̌st,pêx̌s<v><pst>
atā,atā<cnj>
mu-rd,mu<pers><lat>
nazdīk,nazdīk<prep>
odamizod,odamizod<n>
čāy,čāy<pro>
atā,atā<cnj>
yeso,yeso<nprop>
wi,wi<pers>
ǰiwob-and-i,ǰiwob<n><loc><3sg>
lůd,lů<v><pst>
yi,yi<prt>
odam,odam<n>
as,as<prep>
yerusalīm,yerusalīm<nprop>
tar,tar<prep>
yerixůn,yerixůn<nprop>
tūyǰ,tūy<v><pf><m>
xu,xu<cnj>
pi,pi<prep>
rāzanen-and-i,rāzan<n><pl><loc><3sg>
δoδǰ,δoδ<v><pf>
wāδ-en,wāδ<dem><3pl>
wi,wi<dem>
ɣorat,ɣorat<n>
čūɣ̌ǰ,čūɣ̌<v><pf>
xuben,xub<n><3pl>
δoδǰ,δoδ<v><pf>
nīmǰůn-en,nīmǰůn<n><3pl>
wi,wi<dem>
pitêwǰ,pitêw<v><pf>
xu,xu<cnj>
zibic-en,zibi<v><pf><f/pl><3pl>
atā,atā<cnj>
yik-wi,yik<dem><d3><m><sg><o>
půnd,půnd<n>
va,va<post>
yi,yi<prt>
koyin,koyin<n>
naɣ̌ǰīδǰ,naɣ̌ǰīδ<v><pf>
xu,xu<cnj>
to-yi,to<cnj><3sg>
wi,wi<dem>
odam,odam<n>
wīnč,wīn<v><pf>
atā,atā<cnj>
tar,tar<prep>
yi-ga,yi<prt><add1>
taraf,taraf<n>
naɣ̌ǰīδǰ,naɣ̌ǰīδ<v><pf>
xu,xu<cnj>
tūyǰ,tūy<v><pf><m>
dis-ga-yi,dis<pro><add1><3sg>
yi,yi<prt>
mardīnā,mardīnā<n>
as,as<prep>
lewī,lewī<nprop>
awlod,awlod<n>
čūɣ̌ǰ,čūɣ̌<v><pf>
tar,tar<prep>
wi,wi<dem>
x̌īvǰīn,x̌īv<v><pf><ptcp1>
xez,xez<post>
nazdīk,nazdīk<prep>
sůd,sů<v><prs><3sg>
xu,xu<cnj>
yi-ga,yi<prt><add1>
taraf,taraf<n>
qati,qati<post>
naɣ̌ǰīst,naɣ̌ǰīs<v><prs><3sg>
xu,xu<cnj>
tīzd,tīz<v><prs><3sg>
atā,atā<cnj>
yi,yi<prt>
samari,samari<nprop>
čorik,čorik<n>
mis,mis<prt>
yik,yik<prt>
wi,wi<dem>
půnd-ti,půnd<n><sup>
yaθč,yaθ<v><pf>
xu,xu<cnj>
wi,wi<dem>
bečorā-yi,bečorā<n><3sg>
wīnč,wīn<v><pf>
xu,xu<cnj>
rām-i,rām<n><3sg>
bar,bar<prep>
wi,wi<dem>
čūɣ̌ǰ,čūɣ̌<v><pf>
as,as<prep>
xu,xu<pro>
qačīr-ti,qačīr<n><sup>
xāvǰ,xāv<v><pf>
wi,wi<dem>
maǰrū,maǰrū<n>
zaxmiyen-i,zaxmi<n><pl><3sg>
zinoδǰ,zinoδ<v><pf>
at,at<cnj>
yamard-i,yam<dem><lat><3sg>
zaytūn,zaytūn<n>
rūɣan,rūɣan<n>
atā,atā<cnj>
šarob,šarob<n>
molč,mol<v><pf>
xu,xu<cnj>
wi-yi,wi<dem><3sg>
xu,xu<pro>
qačīr-ti,qačīr<n><sup>
čūɣ̌ǰ,čūɣ̌<v><pf>
sawor,sawor<n>
xu,xu<cnj>
tar,tar<prep>
memūnxůnā-yi,memūnxůnā<n><3sg>
vūɣ̌ǰ,vūɣ̌<v><pf>
xu,xu<cnj>
yamandi-yi,yam<dem><loc><3sg>
mis,mis<prt>
pis,pis<prep>
wê-θ,wê<dem><int>
paloysč,paloys<v><pf>
wi,wi<dem>
yiga,yi<prt><add2>
meθ-ard,meθ<n><lat>
xu,xu<pro>
tīdow-ti-yi,tī<v><inf><purp><sup><3sg>
memūnxůnā,memūnxůnā<n>
soyib-ard,soyib<n><lat>
δu,δu<num>
dinor,dinor<n>
dāk,dāk<v>
čūɣ̌ǰ,čūɣ̌<v><pf>
xu,xu<cnj>
lůvǰ-i,lův<v><pf><3sg>
pis,pis<prep>
di,di<dem>
čorik-aθ,čorik<n><int>
paloys,paloys<v>
atā,atā<cnj>
aga,aga<cnj>
lapdi,lap<n><comp>
xarč,xarč<n>
ca,ca<cnj>
kini,kin<v><prs><2sg>
wuz,wuz<pers>
as,as<prep>
gax̌t,gax̌t<n>
tu-rd,tu<pers><lat>
garδenum,garδen<v><prn><1sg>
tu,tu<pers>
čīz,čīz<pro>
lůvi,lův<v><prs><2sg>
yik,yik<prt>
as,as<prep>
dev,dev<dem>
aray-and,aray<num><loc>
wi,wi<dem>
as,as<prep>
rāzanen,rāzan<n><pl>
zalalwīnčin,zalal<v><see><pf><ptcp1>
čorik-ard,čorik<n><lat>
čāy,čāy<pro>
nazdīk,nazdīk<n>
odamizod,odamizod<n>
sut,su<v><pst>
yik-u,yik<dem><d3><m><sg>
yidê,yidê<cnj>
rām-i,rām<n><3sg>
bar,bar<prep>
wi,wi<dem>
ca,ca<cnj>
čūd,čū<v><pst>
oxůn,oxůn<n>
ǰiwob-i,ǰiwob<n><3sg>
δod,δo<v><pst>
sa,sa<v>
xu,xu<cnj>
tu,tu<pers>
mis,mis<prt>
yik,yik<prt>
dis-ga,dis<pro><add2>
ki,ki<v>
yeso,yeso<nprop>
lůd-i,lů<v><pst><3sg>
